,title,meta,id,danceability,energy,key,mode,acousticness,instrumentalness,tempo,valence,speechiness,loudness,label,artist
4765,7 rings,spotify:track:14msK75pk3pA33pzPVNtBF,14msK75pk3pA33pzPVNtBF,0.725,0.321,1,0,0.578,0,70.142,0.319,0.323,-10.744,party,Ariana Grande
4766,Dance Monkey,spotify:track:2XU0oxnq2qxCpomAAuJY8K,2XU0oxnq2qxCpomAAuJY8K,0.824,0.588,6,0,0.692,0.000104,98.027,0.513,0.0924,-6.4,party,Tones And I
4767,Good Thing (with Kehlani),spotify:track:5aUSEPNd3m5xliFK4pn5mU,5aUSEPNd3m5xliFK4pn5mU,0.693,0.564,1,0,0.399,0,185.913,0.574,0.0378,-3.857,party,Zedd
4768,Con Calma,spotify:track:5w9c2J52mkdntKOmRLeM2m,5w9c2J52mkdntKOmRLeM2m,0.737,0.86,8,0,0.11,1.94e-06,93.989,0.656,0.0593,-2.652,party,Daddy Yankee
4769,"Alone, Pt. II",spotify:track:0bMbDctzMmTyK2j74j3nF3,0bMbDctzMmTyK2j74j3nF3,0.67,0.668,3,0,0.536,0,88.033,0.608,0.0422,-4.306,party,Alan Walker
4770,Teeth,spotify:track:1JRK7srBWUtAW7dPabKBwJ,1JRK7srBWUtAW7dPabKBwJ,0.755,0.448,3,0,0.0508,3.87e-06,139.028,0.431,0.0405,-2.993,party,5 Seconds of Summer
4771,The Mack,spotify:track:7aV2mflaASUmGhCErm7kBO,7aV2mflaASUmGhCErm7kBO,0.707,0.883,0,1,0.0707,0,106.031,0.541,0.0602,-4.281,party,Nevada
4772,Lose Control,spotify:track:7CHi4DtfK4heMlQaudCuHK,7CHi4DtfK4heMlQaudCuHK,0.598,0.526,10,0,0.129,0,123.935,0.529,0.0415,-8.659,party,MEDUZA
4773,Good as Hell (feat. Ariana Grande) - Remix,spotify:track:07Oz5StQ7GRoygNLaXs2pd,07Oz5StQ7GRoygNLaXs2pd,0.668,0.892,5,0,0.298,0,95.927,0.478,0.0645,-3.001,party,Lizzo
4774,Crazy In Love,spotify:track:5IVuqXILoxVWvWEPm82Jxr,5IVuqXILoxVWvWEPm82Jxr,0.646,0.77,2,0,0.00249,0,99.165,0.681,0.226,-6.596,party,Beyoncé
4775,ME! (feat. Brendon Urie of Panic! At The Disco),spotify:track:4Sib57MmYGJzSvkW84jTwh,4Sib57MmYGJzSvkW84jTwh,0.614,0.839,0,1,0.0291,0,182.123,0.657,0.0702,-4.143,party,Taylor Swift
4776,High Hopes,spotify:track:1rqqCSm0Qe4I9rUvWncaom,1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5,1,0.193,0,82.014,0.681,0.0618,-2.729,party,Panic! At The Disco
4777,Love Me Again,spotify:track:4QbX1M5JblYzGTVwdZTgfb,4QbX1M5JblYzGTVwdZTgfb,0.716,0.511,5,1,0.283,0,110.019,0.488,0.0479,-6.471,party,RAYE
4778,OMG (with Carly Rae Jepsen),spotify:track:2j9YmQRxtjuVwb4XN95oT8,2j9YmQRxtjuVwb4XN95oT8,0.552,0.623,6,1,0.0122,0.0123,177.973,0.616,0.0532,-5.766,party,Gryffin
4779,Eastside (with Halsey & Khalid),spotify:track:0d2iYfpKoM0QCKvcLCkBao,0d2iYfpKoM0QCKvcLCkBao,0.56,0.68,6,0,0.555,0,89.391,0.319,0.321,-7.648,party,benny blanco
4780,Everytime We Touch - Radio Edit,spotify:track:7JsVDwOfhQTvrMRJOJzNuv,7JsVDwOfhQTvrMRJOJzNuv,0.626,0.976,8,1,0.00416,1.26e-05,142.037,0.473,0.0505,-5.346,party,Cascada
4781,Never Really Over,spotify:track:5PYQUBXc7NYeI1obMKSJK0,5PYQUBXc7NYeI1obMKSJK0,0.77,0.882,8,1,0.194,0,99.991,0.385,0.0602,-4.792,party,Katy Perry
4782,Harder (with Bebe Rexha),spotify:track:5ieQrVW2U70NFMg28mzlqC,5ieQrVW2U70NFMg28mzlqC,0.906,0.833,5,0,0.0899,0,104.017,0.752,0.0729,-3.027,party,Jax Jones
4783,Call On Me - Ryan Riback Remix,spotify:track:51lsOIdizBjiI8z2YKjrA2,51lsOIdizBjiI8z2YKjrA2,0.67,0.838,0,1,0.0604,0.000611,104.998,0.717,0.0362,-4.031,party,Starley
4784,Insomnia,spotify:track:7hzlzoOwCZ4D3Ow5YZK4kj,7hzlzoOwCZ4D3Ow5YZK4kj,0.754,0.653,7,1,0.0944,0,123.084,0.379,0.0611,-5.095,party,Daya
4785,Rather Be (feat. Jess Glynne),spotify:track:0TVV2gFROJaB3kIZyCUvIY,0TVV2gFROJaB3kIZyCUvIY,0.799,0.586,11,1,0.162,2.03e-06,120.97,0.549,0.0377,-6.735,party,Clean Bandit
4786,Sayonara,spotify:track:0GusQ8k0CXS3DLPz5pvzy8,0GusQ8k0CXS3DLPz5pvzy8,0.681,0.844,9,0,0.11,2.16e-05,121.822,0.597,0.188,-2.277,party,BEAUZ
4787,Polaroid,spotify:track:1wsLHgXJ4SKIfd5ePSX1hD,1wsLHgXJ4SKIfd5ePSX1hD,0.652,0.897,7,0,0.293,0,114.033,0.475,0.036,-4.481,party,Jonas Blue
4788,The Middle,spotify:track:2ARqIya5NAuvFVHSN3bL0m,2ARqIya5NAuvFVHSN3bL0m,0.748,0.652,7,1,0.208,0,106.914,0.431,0.058,-3.02,party,Zedd
4789,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",spotify:track:1WSGTYKLEpKfNQYYW5Oymt,1WSGTYKLEpKfNQYYW5Oymt,0.541,0.468,10,0,0.404,3.65e-06,95.266,0.69,0.362,-4.039,party,benny blanco
4790,All Day And Night,spotify:track:33CfD8UkDEcSdAP9j4QpUY,33CfD8UkDEcSdAP9j4QpUY,0.585,0.782,1,0,0.269,0,121.908,0.521,0.0897,-4.101,party,Jax Jones
4791,All The Lies (with Felix Jaehn & The Vamps),spotify:track:4Cy5f4JsH1yoeGks7FnoHw,4Cy5f4JsH1yoeGks7FnoHw,0.611,0.835,6,1,0.167,0,102.023,0.672,0.139,-4.107,party,Alok
4792,Temperature,spotify:track:0k2GOhqsrxDTAbFFSdNJjT,0k2GOhqsrxDTAbFFSdNJjT,0.951,0.6,0,0,0.106,0,125.04,0.822,0.0685,-4.675,party,Sean Paul
4793,Physical,spotify:track:5px6upUHM3fhOP621Edp4V,5px6upUHM3fhOP621Edp4V,0.647,0.844,0,1,0.0137,0.000658,146.962,0.746,0.0457,-3.756,party,Dua Lipa
4794,Stop This Flame,spotify:track:1bObrsJGW0UCIGZkvnDqbe,1bObrsJGW0UCIGZkvnDqbe,0.752,0.702,10,0,0.296,0,119.987,0.324,0.0378,-4.927,party,Celeste
4795,Sixteen,spotify:track:4PkIDTPGedm0enzdvilLNd,4PkIDTPGedm0enzdvilLNd,0.669,0.801,8,1,0.268,0,109.919,0.541,0.136,-5.445,party,Ellie Goulding
4796,Want to Want Me,spotify:track:0HFx7PLqzGxSfN59j3UHmR,0HFx7PLqzGxSfN59j3UHmR,0.775,0.68,0,0,0.00906,0,114.025,0.656,0.0629,-5.508,party,Jason Derulo
4797,Sucker,spotify:track:4y3OI86AEP6PQoDE6olYhO,4y3OI86AEP6PQoDE6olYhO,0.842,0.734,1,0,0.0427,0,137.958,0.952,0.0588,-5.065,party,Jonas Brothers
4798,Shake It Off,spotify:track:4461iENdKgtUYpveYwIarD,4461iENdKgtUYpveYwIarD,0,0,0,0,0,0,0,0,0,-60.0,party,Taylor Swift
4799,Who Do You Love,spotify:track:11cDEev79fPKi6uJCjUhu8,11cDEev79fPKi6uJCjUhu8,0.51,0.835,3,1,0.00791,0,140.024,0.435,0.0447,-4.673,party,The Chainsmokers
4800,Drown (feat. Clinton Kane),spotify:track:4RVtBlHFKj51Ipvpfv5ER4,4RVtBlHFKj51Ipvpfv5ER4,0.573,0.739,9,1,0.212,0,120.077,0.363,0.0581,-5.455,party,Martin Garrix
4801,Stitches,spotify:track:6WYsKS5JmGzlDdPbD4gwhw,6WYsKS5JmGzlDdPbD4gwhw,0.746,0.754,1,1,0.0152,0,149.882,0.764,0.067,-6.681,party,Shawn Mendes
4802,What I Like About You (feat. Theresa Rex),spotify:track:4NSW0Km5ZG60L8FthUebPJ,4NSW0Km5ZG60L8FthUebPJ,0.46,0.8,1,1,0.289,6.16e-06,102.46,0.553,0.05,-3.584,party,Jonas Blue
4803,Die Young,spotify:track:0XSTOKFdWPXlAEliq17XRw,0XSTOKFdWPXlAEliq17XRw,0.572,0.788,2,1,0.224,0,119.955,0.281,0.052,-5.318,party,Sheppard
4804,I Don’t Even Know You Anymore (feat. Bazzi & Lil Wayne),spotify:track:5pzeevBDvU6GVXqUKoiYDX,5pzeevBDvU6GVXqUKoiYDX,0.709,0.784,9,0,0.23,0,97.007,0.584,0.1,-3.182,party,Netsky
4805,DJ Got Us Fallin' In Love,spotify:track:5tXyNhNcsnn7HbcABntOSf,5tXyNhNcsnn7HbcABntOSf,0.666,0.878,7,0,0.03,0,119.932,0.669,0.0973,-2.85,party,Usher
4806,No Sleep (feat. Bonn),spotify:track:1ahVFh0ViDZr8LvkEVlq3B,1ahVFh0ViDZr8LvkEVlq3B,0.44,0.635,11,1,0.129,0,128.133,0.327,0.0326,-6.385,party,Martin Garrix
4807,Good Reasons,spotify:track:1LDBZqcyOjkdjF6yQkCHHh,1LDBZqcyOjkdjF6yQkCHHh,0.708,0.638,3,1,0.0226,4.15e-06,120.99,0.283,0.0472,-8.406,party,Jon Lemmon
4808,Sue Me,spotify:track:3WVhkjB7Y4xFruqoCAajBb,3WVhkjB7Y4xFruqoCAajBb,0.46,0.809,6,1,0.0422,5.04e-05,157.184,0.609,0.326,-5.415,party,Sabrina Carpenter
4809,Body,spotify:track:21RzyxY3EFaxVy6K4RqaU9,21RzyxY3EFaxVy6K4RqaU9,0.752,0.764,1,1,0.0476,9.44e-05,121.958,0.582,0.038,-4.399,party,Loud Luxury
4810,hot girl bummer,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,7aiClxsDWFRQ0Kzk5KI5ku,0.778,0.559,6,0,0.128,0,129.989,0.678,0.0776,-7.109,party,blackbear
4811,Trumpets,spotify:track:6jizk5lOUnfpaZXYMdfeC6,6jizk5lOUnfpaZXYMdfeC6,0.627,0.703,0,1,0.563,0,81.897,0.64,0.236,-4.884,party,Jason Derulo
4812,Unwritten,spotify:track:1D1nixOVWOxvNfWi0UD7VX,1D1nixOVWOxvNfWi0UD7VX,0.706,0.801,5,1,0.00577,0,100.013,0.63,0.0399,-6.333,party,Natasha Bedingfield
4813,Play,spotify:track:29R1IMTTbDDA3VNlk6UEW5,29R1IMTTbDDA3VNlk6UEW5,0.771,0.768,11,0,0.0266,1.26e-05,125.023,0.607,0.0451,-7.773,party,Jax Jones
4814,FRIENDS,spotify:track:08bNPGLD8AhKpnnERrAc6G,08bNPGLD8AhKpnnERrAc6G,0.626,0.88,9,0,0.205,0,95.079,0.534,0.0504,-2.384,party,Marshmello
4815,I Found You (with Calvin Harris),spotify:track:5sdb5pMhcK44SSLsj1moUh,5sdb5pMhcK44SSLsj1moUh,0.775,0.872,6,1,0.033,0.0579,122.994,0.379,0.0469,-4.194,party,benny blanco
4816,Yeah!,spotify:track:5rb9QrpfcKFHM1EUbSIurX,5rb9QrpfcKFHM1EUbSIurX,0.894,0.791,2,1,0.0183,0,105.018,0.583,0.112,-4.699,party,Usher
4817,Close To Me (with Diplo) (feat. Swae Lee),spotify:track:5JEx7HbmvHQQswJCsoo9rA,5JEx7HbmvHQQswJCsoo9rA,0.575,0.758,1,0,0.0954,0,144.107,0.493,0.0618,-5.029,party,Ellie Goulding
4818,Hips Don't Lie (feat. Wyclef Jean),spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,3ZFTkvIE7kyPt6Nu3PEa7V,0.778,0.824,10,0,0.284,0,100.024,0.756,0.0712,-5.892,party,Shakira
4819,Single Ladies (Put a Ring on It),spotify:track:5R9a4t5t5O0IsznsrKPVro,5R9a4t5t5O0IsznsrKPVro,0.426,0.584,1,1,0.0383,0,193.437,0.272,0.296,-5.293,party,Beyoncé
4820,Sweet but Psycho,spotify:track:25sgk305KZfyuqVBQIahim,25sgk305KZfyuqVBQIahim,0.719,0.704,1,1,0.0691,0,133.002,0.628,0.0476,-4.724,party,Ava Max
4821,Cool,spotify:track:3QmolSZqjjLksTUvZJ6pPS,3QmolSZqjjLksTUvZJ6pPS,0.681,0.603,0,1,0.0105,0,79.007,0.643,0.0458,-5.533,party,Jonas Brothers
4822,Youngblood,spotify:track:55S2PQgSMYAhgoTCcGCDfw,55S2PQgSMYAhgoTCcGCDfw,0.596,0.854,7,0,0.0169,0,120.274,0.152,0.463,-5.114,party,5 Seconds of Summer
4823,Somebody,spotify:track:7ioiB40H9xKs04QtIso2I3,7ioiB40H9xKs04QtIso2I3,0.83,0.52,0,1,0.000792,1.25e-05,104.99,0.735,0.0376,-8.714,party,Natalie La Rose
4824,Price Tag,spotify:track:7nqlRkgNyEpb9nvb03GMp7,7nqlRkgNyEpb9nvb03GMp7,0.447,0.839,5,1,0.0304,1.76e-06,174.959,0.677,0.254,-3.948,party,Jessie J
4825,Goodbye (feat. Nicki Minaj & Willy William),spotify:track:5f3JSGmXvBk2PxE1hvMG8w,5f3JSGmXvBk2PxE1hvMG8w,0.643,0.904,0,1,0.0776,0,103.028,0.481,0.0739,-3.694,party,Jason Derulo
4826,Dura,spotify:track:2j2fIJGh4PMdXt9ULI5Tlc,2j2fIJGh4PMdXt9ULI5Tlc,0.786,0.846,1,1,0.174,0,95.005,0.819,0.0505,-3.468,party,Daddy Yankee
4827,Touchdown,spotify:track:7wpgJPNXNiju5DcMUx1Yii,7wpgJPNXNiju5DcMUx1Yii,0.871,0.497,11,1,0.102,1.3e-06,130.094,0.395,0.328,-10.18,party,Valentine
4828,Chrome Hearts,spotify:track:7uOBWr3q5AycBVMV2FQVjP,7uOBWr3q5AycBVMV2FQVjP,0.588,0.587,10,1,0.313,0,146.11,0.634,0.321,-8.03,party,Munna Cash
4829,Back It Up,spotify:track:37k9MPTdQg9KTFvXkd9G00,37k9MPTdQg9KTFvXkd9G00,0.834,0.801,4,0,0.206,0,109.993,0.378,0.122,-7.201,party,Cohlman
4830,One Dance,spotify:track:1zi7xx7UVEFkmKfv06H8x0,1zi7xx7UVEFkmKfv06H8x0,0.792,0.625,1,1,0.00776,0.0018,103.967,0.37,0.0536,-5.609,party,Drake
4831,Ni**as In Paris,spotify:track:2KpCpk6HjXXLb7nnXoXA5O,2KpCpk6HjXXLb7nnXoXA5O,0.757,0.882,1,1,0.0763,0,140.047,0.684,0.248,-6.125,party,JAY-Z
4832,24K Magic,spotify:track:6b8Be6ljOzmkOmFslEb23P,6b8Be6ljOzmkOmFslEb23P,0.818,0.803,1,1,0.034,0,106.97,0.632,0.0797,-4.282,party,Bruno Mars
4833,All Of The Lights,spotify:track:22L7bfCiAkJo5xGSQgmiIO,22L7bfCiAkJo5xGSQgmiIO,0.531,0.803,1,1,0.0796,1.71e-05,142.113,0.221,0.0717,-3.284,party,Kanye West
4834,7/11,spotify:track:02M6vucOvmRfMxTXDUwRXu,02M6vucOvmRfMxTXDUwRXu,0.747,0.705,9,0,0.0128,0,136.024,0.56,0.126,-5.137,party,Beyoncé
4835,Formation,spotify:track:6g0Orsxv6glTJCt4cHsRsQ,6g0Orsxv6glTJCt4cHsRsQ,0.896,0.621,5,0,0.00532,0,121.966,0.818,0.237,-6.857,party,Beyoncé
4836,Trap Queen,spotify:track:2d8JP84HNLKhmd6IYOoupQ,2d8JP84HNLKhmd6IYOoupQ,0.746,0.873,7,1,0.0244,0,148.075,0.817,0.128,-3.803,party,Fetty Wap
4837,POWER,spotify:track:2gZUPNdnz5Y45eiGxpHGSc,2gZUPNdnz5Y45eiGxpHGSc,0.542,0.914,0,0,0.0161,0,153.993,0.576,0.113,-4.747,party,Kanye West
4838,Bitch Better Have My Money,spotify:track:0NTMtAO2BV4tnGvw9EgBVq,0NTMtAO2BV4tnGvw9EgBVq,0.781,0.728,1,1,0.0509,1.94e-06,102.99,0.395,0.0621,-4.981,party,Rihanna
4839,Hotline Bling,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,0wwPcA6wtMf6HUMpIRdeP7,0.891,0.628,2,1,0.00258,0.00019,134.966,0.552,0.0551,-7.863,party,Drake
4840,No Problem (feat. Lil Wayne & 2 Chainz),spotify:track:0v9Wz8o0BT8DU38R4ddjeH,0v9Wz8o0BT8DU38R4ddjeH,0.652,0.795,11,0,0.156,0,135.018,0.788,0.174,-5.192,party,Chance the Rapper
4841,Starboy,spotify:track:7MXVkk9YMctZqd1Srtv4MB,7MXVkk9YMctZqd1Srtv4MB,0.679,0.587,7,1,0.141,6.35e-06,186.003,0.486,0.276,-7.015,party,The Weeknd
4842,Again,spotify:track:3ESSGgWzRf1xvP7G5hHMhB,3ESSGgWzRf1xvP7G5hHMhB,0.748,0.733,11,0,0.0062,0,93.019,0.291,0.072,-4.421,party,Fetty Wap
4843,Jumpman,spotify:track:27GmP9AWRs744SzKcpJsTZ,27GmP9AWRs744SzKcpJsTZ,0.852,0.553,1,1,0.0559,0,142.079,0.656,0.187,-7.286,party,Drake
4844,My Way (feat. Monty),spotify:track:1WoOzgvz6CgH4pX6a1RKGp,1WoOzgvz6CgH4pX6a1RKGp,0.748,0.741,6,1,0.00419,0,128.077,0.537,0.0531,-3.103,party,Fetty Wap
4845,Caroline,spotify:track:5hTpBe8h35rJ67eAWHQsJx,5hTpBe8h35rJ67eAWHQsJx,0.94,0.335,5,0,0.17,0,120.04,0.707,0.505,-10.179,party,Aminé
4846,Needed Me,spotify:track:4pAl7FkDMNBsjykPXo91B3,4pAl7FkDMNBsjykPXo91B3,0.671,0.314,5,0,0.11,0,110.898,0.296,0.244,-8.091,party,Rihanna
4847,No Role Modelz,spotify:track:62vpWI1CHwFy7tMIcSStl8,62vpWI1CHwFy7tMIcSStl8,0.692,0.521,10,0,0.301,0,100.45,0.463,0.33,-8.465,party,J. Cole
4848,Bad and Boujee (feat. Lil Uzi Vert),spotify:track:4Km5HrUvYTaSUfiSGPJeQR,4Km5HrUvYTaSUfiSGPJeQR,0.927,0.665,11,1,0.061,0,127.076,0.175,0.244,-5.313,party,Migos
4849,The Hills,spotify:track:7fBv7CLKzipRk6EC6TWHOB,7fBv7CLKzipRk6EC6TWHOB,0.585,0.564,0,0,0.0671,0,113.003,0.137,0.0515,-7.063,party,The Weeknd
4850,2 Phones,spotify:track:0wdKiSBUT7aZkXUIdJWcwC,0wdKiSBUT7aZkXUIdJWcwC,0.895,0.681,7,0,0.157,0,121.918,0.554,0.358,-5.267,party,Kevin Gates
4851,Come Get Her,spotify:track:1Ser4X0TKttOvo8bgdytTP,1Ser4X0TKttOvo8bgdytTP,0.689,0.564,2,1,0.187,0,185.023,0.123,0.136,-6.226,party,Rae Sremmurd
4852,White Iverson,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,6eT7xZZlB2mwyzJ2sUKG6w,0.675,0.562,7,1,0.233,0,130.098,0.309,0.0352,-7.678,party,Post Malone
4853,Somebody That I Used To Know,spotify:track:4wCmqSrbyCgxEXROQE6vtV,4wCmqSrbyCgxEXROQE6vtV,0.864,0.495,0,1,0.591,0.000133,129.062,0.72,0.037,-7.036,party,Gotye
