,title,meta,id,danceability,energy,key,mode,acousticness,instrumentalness,tempo,valence,speechiness,loudness,label,artist
3798,Maniac,spotify:track:7hpJ9tATWb2vztlq99hERP,7hpJ9tATWb2vztlq99hERP,0.623,0.647,8,1,0.00122,0,107.987,0.522,0.04,-5.438,party,Conan Gray
3799,No Judgement,spotify:track:5IUOU5xkzGHsRFOYNu3GSK,5IUOU5xkzGHsRFOYNu3GSK,0.723,0.726,1,0,0.0564,0.000126,100.051,0.962,0.0472,-3.835,party,Niall Horan
3800,React,spotify:track:2KHWuIEL5peYokB3HoLY4m,2KHWuIEL5peYokB3HoLY4m,0.745,0.74,10,0,0.116,0,120.014,0.544,0.0697,-5.719,party,The Pussycat Dolls
3801,"Alone, Pt. II",spotify:track:0bMbDctzMmTyK2j74j3nF3,0bMbDctzMmTyK2j74j3nF3,0.67,0.668,3,0,0.536,0,88.033,0.608,0.0422,-4.306,party,Alan Walker
3802,Salted Caramel Ice Cream,spotify:track:13QZb2ua0JY2VJU9wG4PmQ,13QZb2ua0JY2VJU9wG4PmQ,0.893,0.523,11,1,0.00711,0.0937,125.027,0.883,0.0639,-6.751,party,Metronomy
3803,Is It True,spotify:track:6RZmhpvukfyeSURhf4kZ0d,6RZmhpvukfyeSURhf4kZ0d,0.731,0.664,0,1,0.00307,0.35,118.018,0.661,0.0302,-5.474,party,Tame Impala
3804,Lost In Yesterday,spotify:track:5JWPUEov2wlX7c0jhYZpeB,5JWPUEov2wlX7c0jhYZpeB,0.569,0.84,1,1,0.0295,0.000118,183.059,0.749,0.118,-4.123,party,Tame Impala
3805,Lately,spotify:track:4h33lJL2YU05kEMaSkao47,4h33lJL2YU05kEMaSkao47,0.669,0.674,8,1,0.0455,0.146,160.023,0.313,0.0603,-7.891,party,Metronomy
3806,Miracle Aligner,spotify:track:4iwpCp7qdDLngGI3gsVTza,4iwpCp7qdDLngGI3gsVTza,0.562,0.724,6,0,0.0124,1.42e-06,113.056,0.855,0.0271,-8.627,party,The Last Shadow Puppets
3807,Birthday,spotify:track:5hff5RQeE84pznOt8WEWeO,5hff5RQeE84pznOt8WEWeO,0.609,0.785,11,1,0.0502,0,151.995,0.756,0.0891,-3.32,party,Anne-Marie
3808,No Time To Die,spotify:track:73SpzrcaHk0RQPFP73vqVR,73SpzrcaHk0RQPFP73vqVR,0.38,0.219,4,0,0.917,0.0104,73.537,0.0517,0.0358,-13.273,party,Billie Eilish
3809,Power Over Me,spotify:track:4tViDtaHuSLnh7HVJTrKhs,4tViDtaHuSLnh7HVJTrKhs,0.319,0.841,9,0,0.0518,0,173.868,0.483,0.147,-4.232,party,Dermot Kennedy
3810,Never Really Over,spotify:track:5PYQUBXc7NYeI1obMKSJK0,5PYQUBXc7NYeI1obMKSJK0,0.77,0.882,8,1,0.194,0,99.991,0.385,0.0602,-4.792,party,Katy Perry
3811,Physical,spotify:track:5px6upUHM3fhOP621Edp4V,5px6upUHM3fhOP621Edp4V,0.647,0.844,0,1,0.0137,0.000658,146.962,0.746,0.0457,-3.756,party,Dua Lipa
3812,One More Year,spotify:track:5ozqshq2dtU7SYCpCBu0NE,5ozqshq2dtU7SYCpCBu0NE,0.602,0.88,1,1,0.057,0.46,114.009,0.493,0.0354,-5.414,party,Tame Impala
3813,Electric Feel,spotify:track:3FtYbEfBqAlGO46NUDQSAt,3FtYbEfBqAlGO46NUDQSAt,0.763,0.807,1,1,0.0714,0.28,103.038,0.559,0.035,-3.714,party,MGMT
3814,Texas Sun,spotify:track:3k5oLgungD1dSOGLqQdIQw,3k5oLgungD1dSOGLqQdIQw,0.632,0.637,7,1,0.0352,0.158,111.551,0.614,0.0348,-10.011,party,Khruangbin
3815,Reality In Motion,spotify:track:3I7OmVsk4Hm5LBbs2GmhlD,3I7OmVsk4Hm5LBbs2GmhlD,0.536,0.915,2,1,0.154,0.000788,115.037,0.472,0.0581,-4.993,party,Tame Impala
3816,Blinding Lights,spotify:track:0sf12qNH5qcw8qpgymFOqD,0sf12qNH5qcw8qpgymFOqD,0.513,0.796,1,1,0.00147,0.000209,171.017,0.345,0.0629,-4.075,party,The Weeknd
3817,Intentions (feat. Quavo),spotify:track:4umIPjkehX1r7uhmGvXiSV,4umIPjkehX1r7uhmGvXiSV,0.806,0.546,9,1,0.3,0,147.986,0.874,0.0575,-6.637,party,Justin Bieber
3818,Where We're Going,spotify:track:2Funh8wU3oKKk2jkmjLIkD,2Funh8wU3oKKk2jkmjLIkD,0.518,0.823,9,1,0.00173,1.03e-06,157.918,0.536,0.0348,-7.374,party,Gerry Cinnamon
3819,Know Your Worth,spotify:track:0TrPqhAMoaKUFLR7iYDokf,0TrPqhAMoaKUFLR7iYDokf,0.79,0.694,9,0,0.145,0.00252,103.007,0.508,0.0708,-7.726,party,Khalid
3820,I Loved You (feat. Melissa Steel),spotify:track:3yh9WHZs15IKNBXYaFAZH5,3yh9WHZs15IKNBXYaFAZH5,0.647,0.792,10,0,0.16,0,122.432,0.351,0.0504,-6.391,party,Blonde
3821,Say So,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,3Dv1eDb0MEgF93GpLXlucZ,0.787,0.673,11,0,0.256,3.57e-06,110.962,0.786,0.158,-4.577,party,Doja Cat
3822,Boss Bitch,spotify:track:0kEzNFvi5ZOlwn6ly5DR8i,0kEzNFvi5ZOlwn6ly5DR8i,0.707,0.955,10,0,0.127,0,125.989,0.575,0.222,-4.593,party,Doja Cat
3823,Blue World,spotify:track:2hwOoMtWPtTSSn6WHV7Vp5,2hwOoMtWPtTSSn6WHV7Vp5,0.742,0.553,8,1,0.389,0,84.931,0.508,0.419,-8.98,party,Mac Miller
3824,Roses - Imanbek Remix,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,8,1,0.0167,0.0107,121.975,0.898,0.0495,-5.484,party,SAINt JHN
3825,The Sound,spotify:track:7h6lpVuSGPW6RNjDXKpYDh,7h6lpVuSGPW6RNjDXKpYDh,0.648,0.936,0,1,0.085,6.93e-06,120.708,0.566,0.0762,-4.745,party,The 1975
3826,To Die For,spotify:track:2ZTYlnhhV1UAReg7wIGolx,2ZTYlnhhV1UAReg7wIGolx,0.483,0.361,0,1,0.832,4.66e-06,171.649,0.307,0.0738,-7.889,party,Sam Smith
3827,You should be sad,spotify:track:7lidXGPXPYLNThITAOTlkK,7lidXGPXPYLNThITAOTlkK,0.591,0.585,2,1,0.143,0,110.94,0.324,0.0277,-6.35,party,Halsey
3828,Cuz I Love You,spotify:track:6YdQgWSpsxhVeX6Xmv3IFJ,6YdQgWSpsxhVeX6Xmv3IFJ,0.566,0.66,1,1,0.0156,0,162.159,0.52,0.0479,-4.039,party,Lizzo
3829,Move,spotify:track:19LiotxKSVs7FeVMEdHz63,19LiotxKSVs7FeVMEdHz63,0.465,0.784,9,1,0.101,0,102.782,0.566,0.051,-2.661,party,The Mamas
3830,UNO,spotify:track:1ucAgkQ4EQDCSXQ2kEk99k,1ucAgkQ4EQDCSXQ2kEk99k,0.836,0.909,9,1,0.00204,0.00316,142.056,0.788,0.0735,-5.037,party,Little Big
3831,Alive,spotify:track:59940eiexBFY9heVQjk32S,59940eiexBFY9heVQjk32S,0.656,0.757,1,0,0.0932,0,116.226,0.43,0.102,-3.83,party,Vincent Bueno
3832,Think About Things,spotify:track:5crhbtfcOWIfN5NbkqQRql,5crhbtfcOWIfN5NbkqQRql,0.869,0.291,3,0,0.0235,0.000126,127.051,0.646,0.0615,-11.477,party,Daði Freyr
3833,Too Late For Love,spotify:track:6kIdjk3D8XxA2UafE0THGK,6kIdjk3D8XxA2UafE0THGK,0.401,0.746,0,1,0.197,0,104.252,0.417,0.0734,-4.155,party,John Lundvik
3834,If The World Was Ending,spotify:track:6dTBKBqIN4324sThIkZpMj,6dTBKBqIN4324sThIkZpMj,0.378,0.47,1,1,0.863,0,75.955,0.602,0.197,-10.095,party,JP Saxe
3835,Easier - Seeb Remix,spotify:track:6GIRtKNXokeu25nn7U6Hu8,6GIRtKNXokeu25nn7U6Hu8,0.564,0.747,5,1,0.0728,0,97.878,0.717,0.0584,-3.374,party,5 Seconds of Summer
3836,Forfeit,spotify:track:1uqpOL2TKRlHFFuhjuvrFb,1uqpOL2TKRlHFFuhjuvrFb,0.782,0.308,6,1,0.295,0,90.107,0.621,0.0884,-8.729,party,Zac Greer
3837,To Dance Is To Love,spotify:track:2dVmgM3Z1kzSjpb3pAJKiF,2dVmgM3Z1kzSjpb3pAJKiF,0.874,0.58,0,1,0.029,0.000155,104.99,0.661,0.0467,-5.322,party,Charlie Burg
3838,Avalanche,spotify:track:7JVktlIFf5nHRVln3Z2SMv,7JVktlIFf5nHRVln3Z2SMv,0.84,0.339,11,0,0.102,2.78e-06,109.986,0.652,0.105,-9.198,party,Charlie Burg
3839,Needs,spotify:track:0WKmVAD4VWk5EdTyCFILi4,0WKmVAD4VWk5EdTyCFILi4,0.813,0.601,11,0,0.189,0.0002,118.981,0.855,0.116,-7.552,party,Verzache
3840,fever dream,spotify:track:5WHgAhE3VlGpBiNKUWEyDY,5WHgAhE3VlGpBiNKUWEyDY,0.565,0.693,4,1,0.126,3.7e-05,101.909,0.191,0.0281,-5.962,party,mxmtoon
3841,This Love,spotify:track:6ECp64rv50XVz93WvxXMGF,6ECp64rv50XVz93WvxXMGF,0.712,0.862,5,0,0.0525,0,95.051,0.809,0.0378,-4.612,party,Maroon 5
3842,Crush Culture,spotify:track:2sHwSBNDZN2yjCtgwStYt1,2sHwSBNDZN2yjCtgwStYt1,0.522,0.765,0,1,0.146,0,180.065,0.455,0.193,-5.395,party,Conan Gray
3843,Greek God,spotify:track:7KJXiuMXQu723ODChoxENp,7KJXiuMXQu723ODChoxENp,0.572,0.82,6,0,0.157,7.21e-06,139.003,0.144,0.0764,-6.4,party,Conan Gray
3844,Let's Fall in Love for the Night,spotify:track:7kQkmyoHCEqwe7QwDbkSXM,7kQkmyoHCEqwe7QwDbkSXM,0.737,0.408,5,1,0.802,0,127.921,0.374,0.104,-7.941,party,FINNEAS
3845,Cha Cha,spotify:track:1vvBUZseJ7fwYPX1NedOLd,1vvBUZseJ7fwYPX1NedOLd,0.792,0.698,1,1,0.489,0.0788,129.971,0.751,0.172,-6.364,party,Freddie Dredd
3846,Loving Is Easy,spotify:track:5EYi2rH4LYs6M21ZLOyQTx,5EYi2rH4LYs6M21ZLOyQTx,0.756,0.609,3,1,0.217,0.00474,117.023,0.537,0.0544,-7.927,party,Rex Orange County
3847,Face To Face,spotify:track:2QdVcmVPIxW826rRJDf58l,2QdVcmVPIxW826rRJDf58l,0.711,0.634,9,1,0.139,0,90.04,0.356,0.0668,-4.351,party,Ruel
3848,Free Time,spotify:track:0fNLObXT9pvc3VED0oAevd,0fNLObXT9pvc3VED0oAevd,0.637,0.478,11,0,0.101,0,99.989,0.201,0.03,-5.783,party,Ruel
3849,Acid Dreams,spotify:track:3XEdqQtGHAM5huMrs3RaKN,3XEdqQtGHAM5huMrs3RaKN,0.817,0.509,0,1,0.146,2.53e-05,99.988,0.77,0.0839,-4.17,party,MAX
3850,Simple,spotify:track:4ELWdmP1e2c0VxCvIeyUIz,4ELWdmP1e2c0VxCvIeyUIz,0.4,0.346,4,0,0.0957,0.000211,78.031,0.372,0.0362,-9.612,party,Dreamer Boy
3851,Good Old Days,spotify:track:3IA2s7iuGmvQ9XSabGSvp5,3IA2s7iuGmvQ9XSabGSvp5,0.43,0.408,4,1,0.978,0.00913,101.391,0.335,0.0691,-8.086,party,Brooke Malie
3852,Up All Night,spotify:track:2Y1LWNrO3Ls6tK9LZVehXk,2Y1LWNrO3Ls6tK9LZVehXk,0.647,0.648,0,1,0.551,0,81.892,0.474,0.0314,-4.957,party,Charlie Puth
3853,Upside Down,spotify:track:6shRGWCtBUOPFLFTTqXZIC,6shRGWCtBUOPFLFTTqXZIC,0.787,0.655,6,0,0.238,0.000171,102.485,0.65,0.0431,-8.339,party,Jack Johnson
3854,glitter,spotify:track:5Oc9SrrW1BICBePI1MF4OB,5Oc9SrrW1BICBePI1MF4OB,0.64,0.476,5,1,0.318,0,94.929,0.797,0.311,-6.827,party,Zac Greer
3855,Boy Who Cries,spotify:track:31WrkIdb7vKxv4ucqnEorW,31WrkIdb7vKxv4ucqnEorW,0.446,0.651,4,0,0.0181,1.64e-06,151.12,0.255,0.0758,-6.856,party,Sam.Sts
3856,Heaven Falls / Fall on Me,spotify:track:7yHqOZfsXYlicyoMt62yC6,7yHqOZfsXYlicyoMt62yC6,0.563,0.366,11,0,0.36,0.00243,85.352,0.768,0.121,-6.896,party,Surfaces
3857,valentine (prod. flavors),spotify:track:5mpv8gh1F6B7e2OdytGZ6l,5mpv8gh1F6B7e2OdytGZ6l,0.661,0.748,6,0,0.702,0,77.882,0.881,0.348,-7.464,party,atlas
3858,A Song About Being Sad,spotify:track:6Jl3ZOX6MUOlyoUc721bsX,6Jl3ZOX6MUOlyoUc721bsX,0.567,0.263,5,1,0.891,0,111.86,0.247,0.103,-13.51,party,Rex Orange County
3859,Lately,spotify:track:5awvelCGpDQHwgZem0ira9,5awvelCGpDQHwgZem0ira9,0.718,0.632,0,1,0.213,1.28e-05,160.039,0.859,0.145,-4.011,party,Forrest.
3860,LEMONS,spotify:track:0eiQuBiHlSD22UWw9nsx6r,0eiQuBiHlSD22UWw9nsx6r,0.748,0.707,9,1,0.00153,0.00101,114.98,0.462,0.0458,-7.051,party,LoveLeo
3861,Room 4 U,spotify:track:4kVXsBcJm3xJWPHIIf4ywB,4kVXsBcJm3xJWPHIIf4ywB,0.644,0.612,8,1,0.105,0,75.981,0.542,0.0401,-5.117,party,Belaganas
3862,Boys Will Be Bugs,spotify:track:67EUBsc4qosGOVbaYy6TeX,67EUBsc4qosGOVbaYy6TeX,0.608,0.528,1,1,0.00387,1.4e-05,89.221,0.454,0.0338,-11.722,party,Cavetown
3863,wtf,spotify:track:3OYSWIgKXiwjutuQ4NEk1b,3OYSWIgKXiwjutuQ4NEk1b,0.714,0.567,6,1,0.0496,0.000115,127.972,0.953,0.0325,-10.738,party,boy pablo
3864,Mr. Brightside,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,7oK9VyNzrYvRFo7nQEYkWN,0.356,0.924,1,1,0.00101,0,148.017,0.232,0.0808,-3.74,party,The Killers
3865,The King,spotify:track:54GASuUdLbhhdyECNUp3Pb,54GASuUdLbhhdyECNUp3Pb,0.643,0.716,2,1,0.0643,0,81.027,0.854,0.0915,-6.733,party,Conan Gray
3866,Tokyo,spotify:track:14NWHFVIYDXGkQDGQOuFHQ,14NWHFVIYDXGkQDGQOuFHQ,0.752,0.38,11,0,0.0229,2.09e-06,110.012,0.964,0.0368,-13.74,party,Sam.Sts
3867,BOYFREN,spotify:track:3WmgMoWZ1E5yNyn2aUzWAr,3WmgMoWZ1E5yNyn2aUzWAr,0.846,0.363,1,1,0.246,0.0137,79.927,0.674,0.0607,-7.328,party,LoveLeo
3868,Virgo,spotify:track:4yFTjbeyVF1n2frt1BCeYX,4yFTjbeyVF1n2frt1BCeYX,0.563,0.237,1,1,0.918,0,128.983,0.0849,0.0389,-11.008,party,Victor Internet
3869,not a fan,spotify:track:1sUHNPEEcAEoo3h8RB4aqK,1sUHNPEEcAEoo3h8RB4aqK,0.758,0.438,1,0,0.265,0.00298,144.018,0.154,0.118,-8.242,party,ROLE MODEL
3870,Tunnel of Love,spotify:track:1K4OfBFaLleSUaUVjp1l2X,1K4OfBFaLleSUaUVjp1l2X,0.683,0.636,7,0,0.302,0.498,160.012,0.615,0.0978,-12.096,party,ilyTOMMY
3871,Location,spotify:track:152lZdxL1OR0ZMW6KquMif,152lZdxL1OR0ZMW6KquMif,0.736,0.449,1,0,0.33,0.000162,80.126,0.326,0.425,-11.462,party,Khalid
3872,8TEEN,spotify:track:5bgwqaRSS3M8WHWruHgSL5,5bgwqaRSS3M8WHWruHgSL5,0.83,0.585,1,1,0.225,0.00209,105.03,0.642,0.0366,-5.802,party,Khalid
3873,I Didn't Realize How Empty My Bed Was Until You Left,spotify:track:0FWsLGmt2wFmXGJysC9Qn9,0FWsLGmt2wFmXGJysC9Qn9,0.872,0.752,4,1,0.298,0,118.002,0.327,0.156,-9.425,party,Roderick Porter
3874,Hold Me Down,spotify:track:1Mza2sr6tPhy6jjI3HB9fW,1Mza2sr6tPhy6jjI3HB9fW,0.463,0.427,8,0,0.628,0.000565,116.059,0.231,0.0549,-9.799,party,Daniel Caesar
3875,pink skies,spotify:track:6BZ6pl5bczDc3cMF1kBaOy,6BZ6pl5bczDc3cMF1kBaOy,0.719,0.631,5,1,0.266,7.69e-06,103.968,0.466,0.0433,-6.616,party,LANY
3876,"yea, babe, no way",spotify:track:2BL0OrWVgMzEUFdTbfRf0W,2BL0OrWVgMzEUFdTbfRf0W,0.552,0.669,0,1,0.246,0.00081,155.972,0.338,0.0295,-5.237,party,LANY
3877,Takes 2,spotify:track:114a3rp96BwWvTEC3BNqs2,114a3rp96BwWvTEC3BNqs2,0.71,0.415,9,1,0.619,0,167.141,0.409,0.449,-9.525,party,Jess Josie Lee
3878,Dazed & Confused,spotify:track:2pyjbGTpJCPjMYwCbdymiF,2pyjbGTpJCPjMYwCbdymiF,0.688,0.5,2,1,0.102,0,127.906,0.418,0.138,-7.411,party,Ruel
3879,smiling depression,spotify:track:5v0EBgQl6xcJXbleAsIavl,5v0EBgQl6xcJXbleAsIavl,0.629,0.471,5,0,0.858,0.00224,61.935,0.481,0.16,-8.145,party,oceanfromtheblue
3880,Is She,spotify:track:2mbvrGn1yJJdImnRPljeJ3,2mbvrGn1yJJdImnRPljeJ3,0.723,0.372,9,0,0.268,1.25e-05,77.99,0.387,0.215,-14.808,party,Tori Templet
3881,Frank Ocean,spotify:track:1jKBiK0Yk6VCcBfJOgBUbs,1jKBiK0Yk6VCcBfJOgBUbs,0.565,0.388,7,1,0.501,6.36e-06,83.831,0.555,0.366,-9.479,party,Call Me Karizma
3882,Bubble Gum,spotify:track:3zksbXteOCeSusJ5Xltr3t,3zksbXteOCeSusJ5Xltr3t,0.509,0.0167,9,1,0.979,2.72e-05,207.97,0.229,0.115,-24.639,party,Clairo
3883,New Flesh,spotify:track:6TEiFwaiHERpdfG6WnGed1,6TEiFwaiHERpdfG6WnGed1,0.621,0.594,9,1,0.887,0.498,165.863,0.698,0.0384,-16.066,party,Current Joys
3884,Paul,spotify:track:1uP8UVMXcTJn28TbhfR2Wo,1uP8UVMXcTJn28TbhfR2Wo,0.483,0.263,11,1,0.199,0.000306,123.453,0.166,0.0401,-11.541,party,Big Thief
3885,Skin,spotify:track:467t3218y3yihFcyDGWjr0,467t3218y3yihFcyDGWjr0,0.674,0.616,7,1,0.512,2.1e-06,94.934,0.551,0.0272,-3.471,party,Dijon
3886,Sunkissed,spotify:track:1tD8J13a74q8fBqXwAP50j,1tD8J13a74q8fBqXwAP50j,0.766,0.354,6,1,0.595,0,153.902,0.792,0.0543,-9.486,party,khai dreams
3887,Best Friend,spotify:track:47Bg6IrMed1GPbxRgwH2aC,47Bg6IrMed1GPbxRgwH2aC,0.575,0.714,6,1,0.395,0,144.982,0.32,0.0596,-5.247,party,Rex Orange County
3888,It's Not Living (If It's Not With You),spotify:track:3TgMcrV32NUKjEG2ujn9eh,3TgMcrV32NUKjEG2ujn9eh,0.618,0.837,1,1,0.000254,0.000378,121.227,0.526,0.0304,-5.338,party,The 1975
3889,Why Do You Feel So Down,spotify:track:5Bge1Dsqjc14hhGguYML5w,5Bge1Dsqjc14hhGguYML5w,0.545,0.907,7,1,0.0583,0,114.523,0.44,0.0416,-5.852,party,Declan McKenna
3890,I Can't Handle Change,spotify:track:0I1eFRytp4XRhLCjT6tZm7,0I1eFRytp4XRhLCjT6tZm7,0.247,0.438,5,1,0.0455,0.000871,185.716,0.39,0.0358,-8.479,party,Roar
3891,Checkmate,spotify:track:3SnpCALgmzVy7k07aAXbuA,3SnpCALgmzVy7k07aAXbuA,0.512,0.716,1,1,0.0669,9.04e-06,151.484,0.703,0.304,-4.13,party,Conan Gray
3892,Comfort Crowd,spotify:track:6uaBrivDHCaV0uBTiwHTUi,6uaBrivDHCaV0uBTiwHTUi,0.678,0.431,0,1,0.163,1.94e-06,90.941,0.404,0.0326,-6.749,party,Conan Gray
3893,Wish You Were Sober,spotify:track:2iaHkcO4vBZgwhZXmCIAVH,2iaHkcO4vBZgwhZXmCIAVH,0.596,0.702,2,1,0.0175,0,182.038,0.652,0.0883,-5.219,party,Conan Gray
3894,Little League,spotify:track:3XOHxCoPkXW0pvR6xl4f0M,3XOHxCoPkXW0pvR6xl4f0M,0.558,0.778,4,0,0.0227,4.54e-06,142.052,0.543,0.106,-6.423,party,Conan Gray
3895,Fight or Flight,spotify:track:0yfDVYKVKYrHknz9gVOlQr,0yfDVYKVKYrHknz9gVOlQr,0.397,0.552,0,1,0.363,0,142.528,0.569,0.0567,-5.409,party,Conan Gray
3896,Affluenza,spotify:track:0vq7fkHZl2khMonn5G7d9l,0vq7fkHZl2khMonn5G7d9l,0.685,0.67,11,1,0.116,0,117.98,0.863,0.0393,-5.663,party,Conan Gray
3897,Uno,spotify:track:5WvDO1ZKap15ehQeNRHJ9H,5WvDO1ZKap15ehQeNRHJ9H,0.781,0.452,5,0,0.78,3e-06,163.899,0.463,0.26,-9.798,party,Rex Orange County
3898,Bookstore Girl,spotify:track:7EUBUWBRaEH5TtHfVCh0IH,7EUBUWBRaEH5TtHfVCh0IH,0.615,0.159,2,1,0.852,6.74e-06,129.971,0.241,0.0339,-18.066,party,Charlie Burg
3899,say what's on your mind,spotify:track:5sZOGj6SfzD7lWpwKhF6oE,5sZOGj6SfzD7lWpwKhF6oE,0.676,0.462,6,0,0.81,0.0286,78.959,0.369,0.037,-4.207,party,slchld
3900,"she likes spring, I prefer winter",spotify:track:2sFF0K2eHIClZYUqIbAwdb,2sFF0K2eHIClZYUqIbAwdb,0.326,0.66,9,1,0.552,0,78.29,0.471,0.0674,-6.68,party,slchld
3901,Falling for U,spotify:track:0sHFw13WH3LtSB3yP8UMYJ,0sHFw13WH3LtSB3yP8UMYJ,0.516,0.358,8,0,0.741,1.34e-06,79.509,0.397,0.424,-12.018,party,Peachy!
3902,seasonal depression,spotify:track:16vTdg4LWbLbgZ2uTrQcB8,16vTdg4LWbLbgZ2uTrQcB8,0.582,0.636,10,1,0.704,0,155.825,0.381,0.081,-5.408,party,mxmtoon
3903,again,spotify:track:6b2l4o8agZTAyQeTQdvjqJ,6b2l4o8agZTAyQeTQdvjqJ,0.745,0.289,6,0,0.657,2.99e-06,107.985,0.33,0.0674,-14.793,party,Palmertrees
3904,Super,spotify:track:6xKWNl6MYJnREdwrABtZfg,6xKWNl6MYJnREdwrABtZfg,0.484,0.472,0,1,0.186,0.0285,76.004,0.278,0.0655,-7.893,party,zack villere
3905,play the part,spotify:track:3DiRnA7UDlUPrGDOF9Zb4u,3DiRnA7UDlUPrGDOF9Zb4u,0.743,0.486,3,1,0.44,4.28e-05,109.015,0.346,0.0374,-7.347,party,ROLE MODEL
3906,gucci chair,spotify:track:0GD2v2Gl24z7F6bLl4fn7M,0GD2v2Gl24z7F6bLl4fn7M,0.368,0.469,1,0,0.304,0.0164,150.447,0.129,0.0346,-7.8,party,ROLE MODEL
3907,Find an Island,spotify:track:4Ve0Jx7MXjU4aPrFHJRZK7,4Ve0Jx7MXjU4aPrFHJRZK7,0.836,0.681,2,0,0.285,0,81.554,0.854,0.0434,-3.793,party,BENEE
3908,Supalonely,spotify:track:4nK5YrxbMGZstTLbvj6Gxw,4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,1,0.305,3.04e-05,128.977,0.817,0.0534,-4.689,party,BENEE
3909,Watermelon Sugar,spotify:track:1e9oZCCiX42nJl0AcqriVo,1e9oZCCiX42nJl0AcqriVo,0.548,0.816,0,1,0.122,0,95.39,0.557,0.0465,-4.209,party,Harry Styles
3910,Golden,spotify:track:45S5WTQEGOB1VHr1Q4FuPl,45S5WTQEGOB1VHr1Q4FuPl,0.448,0.838,4,0,0.21,0.000131,139.863,0.254,0.0557,-5.257,party,Harry Styles
3911,She,spotify:track:6SQLk9HSNketfgs2AyIiMs,6SQLk9HSNketfgs2AyIiMs,0.535,0.521,0,1,0.000532,0.371,140.026,0.457,0.0272,-5.942,party,Harry Styles
3912,"Sunflower, Vol. 6",spotify:track:6iYMfxznTBlcVOgRHab2W0,6iYMfxznTBlcVOgRHab2W0,0.566,0.846,7,0,0.000564,0.000795,160.02,0.86,0.035,-6.904,party,Harry Styles
3913,Chamber Of Reflection,spotify:track:1MJ5f5EYBC92ADD6xcz7nb,1MJ5f5EYBC92ADD6xcz7nb,0.537,0.558,11,1,0.263,0.91,131.037,0.505,0.0929,-8.678,party,Mac DeMarco
3914,Hope You Say,spotify:track:2HnCrOfbT8nKqymBBUT8J2,2HnCrOfbT8nKqymBBUT8J2,0.598,0.518,11,0,0.0336,0,73.493,0.498,0.0516,-5.947,party,GAWVI
3915,Freaking Out the Neighborhood,spotify:track:25SJaCCPiosugnlY53VhRG,25SJaCCPiosugnlY53VhRG,0.565,0.832,8,0,0.0639,0.0291,143.302,0.847,0.108,-5.751,party,Mac DeMarco
3916,Hour of the Wolf,spotify:track:5akiEcYM9KC9U5UjLJbeDu,5akiEcYM9KC9U5UjLJbeDu,0.691,0.515,2,1,0.596,0.0878,106.997,0.351,0.0275,-8.84,party,Surf Curse
3917,Gonna Love Me,spotify:track:3nXrCAE44KlevAkQB2XWcN,3nXrCAE44KlevAkQB2XWcN,0.514,0.506,10,0,0.402,2.56e-05,88.044,0.312,0.28,-7.095,party,Teyana Taylor
3918,Ugotme,spotify:track:4O7G6qcmGMUahEDMQH70Jv,4O7G6qcmGMUahEDMQH70Jv,0.782,0.494,0,1,0.454,6.31e-05,65.832,0.401,0.0339,-1.458,party,Omar Apollo
3919,bad guy,spotify:track:2Fxmhks0bxGSBdJ92vM42m,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,7,1,0.328,0.13,135.128,0.562,0.375,-10.965,party,Billie Eilish
3920,all the good girls go to hell,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,6IRdLKIyS4p7XNiP8r6rsx,0.726,0.444,8,0,0.283,0.143,185.044,0.569,0.372,-8.922,party,Billie Eilish
3921,all the kids are depressed,spotify:track:75ls0gurX68lUmMjE7QcsE,75ls0gurX68lUmMjE7QcsE,0.773,0.437,9,1,0.836,2.42e-05,103.861,0.707,0.0963,-8.281,party,Jeremy Zucker
3922,AU REVOIR,spotify:track:7kpxxIvSQaE6DvgduoC4jQ,7kpxxIvSQaE6DvgduoC4jQ,0.577,0.636,9,0,0.00994,0,125.911,0.441,0.0524,-5.711,party,Zac Greer
3923,Fake Heartbreak,spotify:track:4QJ4XzgyBlNqjGYGsOTojH,4QJ4XzgyBlNqjGYGsOTojH,0.582,0.629,7,1,0.0853,0,139.557,0.297,0.0542,-5.05,party,Audrey Mika
3924,Stockholm Syndrome,spotify:track:6AzCBeiDuUXGXjznBufswB,6AzCBeiDuUXGXjznBufswB,0.678,0.933,2,1,0.0734,0,120.572,0.336,0.14,-4.959,party,One Direction
3925,Little White Lies,spotify:track:0O6VeBiFCwHrpVURJSsGsU,0O6VeBiFCwHrpVURJSsGsU,0.591,0.899,0,1,0.00726,0,139.547,0.446,0.0536,-3.768,party,One Direction
3926,Pictures,spotify:track:6bai4y9Voe3uhrQ0lfPu33,6bai4y9Voe3uhrQ0lfPu33,0.661,0.474,5,1,0.127,0.00315,126.167,0.419,0.0428,-11.881,party,The Backseat Lovers
