,url,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,ID
2594,https://www.billboard.com/charts/hot-100/2019-02-02,2/2/2019,49,Sixteen,Thomas Rhett,SixteenThomas Rhett,1,43.0,42,11,spotify:track:3pJkBPHadRAxBBo484RipI
2596,http://www.billboard.com/charts/hot-100/2005-11-19,11/19/2005,49,Better Life,Keith Urban,Better LifeKeith Urban,1,47.0,44,11,spotify:track:29Qqb1qYSjC1pSK8QPDnkp
2599,http://www.billboard.com/charts/hot-100/2016-09-03,9/3/2016,61,American Country Love Song,Jake Owen,American Country Love SongJake Owen,2,67.0,56,13,spotify:track:0O1x2tRm8ZpfDbcpOWZp7z
2600,http://www.billboard.com/charts/hot-100/2012-04-28,4/28/2012,61,Better Than I Used To Be,Tim McGraw,Better Than I Used To BeTim McGraw,2,64.0,61,13,spotify:track:0MT21PlGXvd67TNk3ski6c
2601,http://www.billboard.com/charts/hot-100/2015-10-24,10/24/2015,61,Anything Goes,Florida Georgia Line,Anything GoesFlorida Georgia Line,2,67.0,61,13,spotify:track:46ZfPS5VpSQVU5gb82hg3K
2602,http://www.billboard.com/charts/hot-100/2012-02-18,2/18/2012,62,Reality,Kenny Chesney,RealityKenny Chesney,2,67.0,62,13,spotify:track:0X0zDB7RqpWOIwCHGr2Whu
2603,http://www.billboard.com/charts/hot-100/2014-09-06,9/6/2014,63,Ready Set Roll,Chase Rice,Ready Set RollChase Rice,2,66.0,63,13,spotify:track:3rh2f6nqswpfDN3Ef6Bi5J
2605,http://www.billboard.com/charts/hot-100/2007-05-12,5/12/2007,64,Candyman,Christina Aguilera,CandymanChristina Aguilera,2,55.0,25,13,spotify:track:5lUTzPuiloBHm1qEaJcJfF
2607,http://www.billboard.com/charts/hot-100/2012-08-18,8/18/2012,64,Postcard From Paris,The Band Perry,Postcard From ParisThe Band Perry,2,60.0,60,13,spotify:track:3xltN99Cj2KF5AZFhjDibh
2608,http://www.billboard.com/charts/hot-100/2016-03-05,3/5/2016,64,Beautiful Drug,Zac Brown Band,Beautiful DrugZac Brown Band,2,60.0,60,13,spotify:track:0vcfOQOvTCv8ckiRs8Xc1Z
2609,http://www.billboard.com/charts/hot-100/2006-04-08,4/8/2006,64,She Don't Tell Me To,Montgomery Gentry,She Don't Tell Me ToMontgomery Gentry,2,62.0,62,13,spotify:track:4SO0nnqRKg2sNfvEaEBs4w
2611,http://www.billboard.com/charts/hot-100/2011-10-08,10/8/2011,64,Country Must Be Country Wide,Brantley Gilbert,Country Must Be Country WideBrantley Gilbert,2,69.0,64,13,spotify:track:454JIJlQ8GvrCoBvSfq3KA
2612,http://www.billboard.com/charts/hot-100/2013-09-21,9/21/2013,64,Sweater Weather,The Neighbourhood,Sweater WeatherThe Neighbourhood,2,73.0,64,13,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6
2613,http://www.billboard.com/charts/hot-100/1970-07-25,7/25/1970,64,Solitary Man,Neil Diamond,Solitary ManNeil Diamond,2,80.0,64,13,spotify:track:1DB3WlSUvmcMUzjAr1J8TS
2614,http://www.billboard.com/charts/hot-100/2006-07-22,7/22/2006,65,Stay With You,Goo Goo Dolls,Stay With YouGoo Goo Dolls,2,71.0,51,13,spotify:track:5TwHsJUggwl7XFDv23ihSq
2615,http://www.billboard.com/charts/hot-100/2007-11-10,11/10/2007,66,Bleed It Out,Linkin Park,Bleed It OutLinkin Park,2,66.0,52,13,spotify:track:0UFDKFqW2oGspYeYqo9wjA
2616,http://www.billboard.com/charts/hot-100/2015-02-21,2/21/2015,66,Shut Up And Dance,WALK THE MOON,Shut Up And DanceWALK THE MOON,2,63.0,63,13,spotify:track:4kbj5MwxO1bq9wjT5g9HaA
2617,http://www.billboard.com/charts/hot-100/2009-06-13,6/13/2009,66,Careless Whisper,Seether,Careless WhisperSeether,2,74.0,63,13,spotify:track:46eHxWRKmtYhUHPDRgclt6
2618,http://www.billboard.com/charts/hot-100/2008-01-05,1/5/2008,66,1234,Feist,1234Feist,2,70.0,66,13,spotify:track:2CzWeyC9zlDpIOZPUUKrBW
2619,http://www.billboard.com/charts/hot-100/2016-02-13,2/13/2016,66,Dibs,Kelsea Ballerini,DibsKelsea Ballerini,2,71.0,66,13,spotify:track:6FWrlXo99QRmPtOeUSWDjv
2624,http://www.billboard.com/charts/hot-100/2011-01-08,1/8/2011,67,Put You In A Song,Keith Urban,Put You In A SongKeith Urban,2,61.0,60,13,spotify:track:7bkgRHkiyRO1vWzG1hTicD
2625,http://www.billboard.com/charts/hot-100/2013-06-29,6/29/2013,67,Demons,Imagine Dragons,DemonsImagine Dragons,2,74.0,64,13,spotify:track:3LlAyCYU26dvFZBDUIMb7a
2626,http://www.billboard.com/charts/hot-100/2006-03-25,3/25/2006,67,Believe,Brooks & Dunn,BelieveBrooks & Dunn,2,69.0,67,13,spotify:track:5qOCmP9qU3AmeCIZ4hjimg
2627,http://www.billboard.com/charts/hot-100/2006-08-26,8/26/2006,68,Animal I Have Become,Three Days Grace,Animal I Have BecomeThree Days Grace,2,72.0,60,13,spotify:track:56sk7jBpZV0CD31G9hEU3b
2628,http://www.billboard.com/charts/hot-100/1972-08-19,8/19/1972,68,That's The Way God Planned It,Billy Preston,That's The Way God Planned ItBilly Preston,2,69.0,68,13,spotify:track:1oT3VkbjXWsciXQ2xNmd5x
2631,http://www.billboard.com/charts/hot-100/1983-06-04,6/4/1983,70,1999,Prince,1999Prince,2,,70,13,spotify:track:2H7PHVdQ3mXqEHXcvclTB0
2632,http://www.billboard.com/charts/hot-100/2014-11-01,11/1/2014,70,Day Drinking,Little Big Town,Day DrinkingLittle Big Town,2,72.0,70,13,spotify:track:1pxXqJZBrCREdC0s4Xs6Xz
2636,https://www.billboard.com/charts/hot-100/2018-10-13,10/13/2018,73,Break Up In The End,Cole Swindell,Break Up In The EndCole Swindell,2,60.0,49,13,spotify:track:5Z19ylxppfnfdP4JH0u8oj
2637,http://www.billboard.com/charts/hot-100/2016-04-09,4/9/2016,73,Acquainted,The Weeknd,AcquaintedThe Weeknd,2,76.0,73,13,spotify:track:7uJH0YdSZL6psjxI6Xy08b
2638,http://www.billboard.com/charts/hot-100/2009-01-17,1/17/2009,74,All Summer Long,The Rock Heroes,All Summer LongThe Rock Heroes,2,53.0,53,13,spotify:track:0gTEBEvVYhVAbq0M7ZuWhe
2639,http://www.billboard.com/charts/hot-100/1976-08-14,8/14/1976,74,Showdown,Electric Light Orchestra,ShowdownElectric Light Orchestra,2,84.0,74,13,spotify:track:5xAZDlzqvI1wflhB4mzYoz
2640,http://www.billboard.com/charts/hot-100/1959-11-28,11/28/1959,75,Poco-Loco,Gene & Eunice,Poco-LocoGene & Eunice,2,49.0,48,13,spotify:track:05pRf6asirSMhug1hEQmc9
2642,http://www.billboard.com/charts/hot-100/2012-12-08,12/8/2012,76,Radioactive,Imagine Dragons,RadioactiveImagine Dragons,2,71.0,71,13,spotify:track:4G8gkOterJn0Ywt6uhqbhp
2643,http://www.billboard.com/charts/hot-100/2013-04-06,4/6/2013,76,Battle Scars,Lupe Fiasco & Guy Sebastian,Battle ScarsLupe Fiasco & Guy Sebastian,2,79.0,76,13,spotify:track:1hWYT0w2R0J19rlVkiez7X
2644,https://www.billboard.com/charts/hot-100/2018-10-20,10/20/2018,77,Africa,Weezer,AfricaWeezer,2,67.0,51,13,spotify:track:3ZPKocroJIcnHGcnJVlLKD
2645,http://www.billboard.com/charts/hot-100/2016-09-24,9/24/2016,77,Childs Play,Drake,Childs PlayDrake,2,,77,13,spotify:track:3NxAG2ni1lLa8RKL6a0INc
2646,http://www.billboard.com/charts/hot-100/2014-07-05,7/5/2014,78,Tennis Court,Lorde,Tennis CourtLorde,2,83.0,78,13,spotify:track:74fpNVAJrKGQuqHETi4WSt
2647,http://www.billboard.com/charts/hot-100/2010-03-20,3/20/2010,79,American Saturday Night,Brad Paisley,American Saturday NightBrad Paisley,2,74.0,67,13,spotify:track:7xJqaCgeteqWPogqjjxkBl
2648,http://www.billboard.com/charts/hot-100/2017-04-15,4/15/2017,80,Call On Me,Starley,Call On MeStarley,2,90.0,70,13,spotify:track:2L6orAlH8tBhiFTumIfMyF
2649,https://www.billboard.com/charts/hot-100/2018-08-04,8/4/2018,80,OTW,"Khalid, Ty Dolla $ign & 6LACK","OTWKhalid, Ty Dolla $ign & 6LACK",2,75.0,75,13,spotify:track:6Hgh47WXVKtXN5zGOu0hjI
2651,http://www.billboard.com/charts/hot-100/2007-01-06,1/6/2007,81,Streetcorner Symphony,Rob Thomas,Streetcorner SymphonyRob Thomas,2,73.0,64,13,spotify:track:20117nklRrpujknMRpueYQ
2652,http://www.billboard.com/charts/hot-100/2008-08-09,8/9/2008,81,Pork And Beans,Weezer,Pork And BeansWeezer,2,78.0,64,13,spotify:track:7wclPheMJAUKn2njmO2s3A
2653,http://www.billboard.com/charts/hot-100/2011-06-25,6/25/2011,81,Country Song,Seether,Country SongSeether,2,81.0,72,13,spotify:track:2abHKI9Oox4NBEhOh3HMbq
2654,http://www.billboard.com/charts/hot-100/1986-09-06,9/6/1986,81,25 Or 6 To 4,Chicago,25 Or 6 To 4Chicago,2,,81,13,spotify:track:7GqIDx2QVGOpd4r1fZaUUW
2656,http://www.billboard.com/charts/hot-100/2015-10-03,10/3/2015,81,Alright,Kendrick Lamar,AlrightKendrick Lamar,2,82.0,81,13,spotify:track:3iVcZ5G6tvkXZkZKlMpIUs
2657,http://www.billboard.com/charts/hot-100/2014-08-30,8/30/2014,82,Come Get It Bae,Pharrell Williams,Come Get It BaePharrell Williams,2,63.0,23,13,spotify:track:24MSdaNRlLgjp8xYeJeXwZ
2661,http://www.billboard.com/charts/hot-100/2012-01-28,1/28/2012,82,Countdown,Beyonce,CountdownBeyonce,2,89.0,80,13,spotify:track:3axkNosdVQLZiq1HakuGhc
2662,http://www.billboard.com/charts/hot-100/2003-07-26,7/26/2003,82,Breathe,Blu Cantrell Featuring Sean Paul,BreatheBlu Cantrell Featuring Sean Paul,2,84.0,81,13,spotify:track:2qP7pTiADPcUjki12RkKg0
2664,https://www.billboard.com/charts/hot-100/2018-03-10,3/10/2018,84,Tell Me You Love Me,Demi Lovato,Tell Me You Love MeDemi Lovato,2,71.0,53,13,spotify:track:1MKZaAEx8RrzoQjHhVuvgs
2665,http://www.billboard.com/charts/hot-100/1961-12-23,12/23/1961,84,Alvin's Harmonica,David Seville And The Chipmunks,Alvin's HarmonicaDavid Seville And The Chipmunks,2,,84,13,spotify:track:6EanPjcrgRrLjs23SPQAaa
2666,http://www.billboard.com/charts/hot-100/1991-07-06,7/6/1991,86,Summer Vacation,The Party,Summer VacationThe Party,2,88.0,86,13,spotify:track:1j0FcHmAwOUo1luASe8sHn
2667,http://www.billboard.com/charts/hot-100/2016-12-17,12/17/2016,87,A Little More Summertime,Jason Aldean,A Little More SummertimeJason Aldean,2,64.0,52,13,spotify:track:3esPcn43N0CytAtcY9V30C
2668,http://www.billboard.com/charts/hot-100/2013-03-23,3/23/2013,87,Stubborn Love,The Lumineers,Stubborn LoveThe Lumineers,2,84.0,70,13,spotify:track:3ekNuTF3UpOvIZCfiejpnC
2669,http://www.billboard.com/charts/hot-100/2009-08-22,8/22/2009,87,Come Back To Me,David Cook,Come Back To MeDavid Cook,2,87.0,73,13,spotify:track:55r33uTqnLglVMHb1qeWOd
2670,http://www.billboard.com/charts/hot-100/2008-06-21,6/21/2008,87,Te Quiero,Flex,Te QuieroFlex,2,88.0,87,13,spotify:track:1Z4IqxukC6Yuer0nK7rC2R
2677,http://www.billboard.com/charts/hot-100/2017-02-25,2/25/2017,91,80s Mercedes,Maren Morris,80s MercedesMaren Morris,2,89.0,74,13,spotify:track:58spuRyMUsjKHQHEGwLC99
2680,http://www.billboard.com/charts/hot-100/2016-01-23,1/23/2016,94,RGF Island,Fetty Wap,RGF IslandFetty Wap,2,74.0,74,13,spotify:track:1iuljeYz6ZG3GTJOZZkoer
2682,http://www.billboard.com/charts/hot-100/1995-01-14,1/14/1995,95,Supernova,Liz Phair,SupernovaLiz Phair,2,,95,13,spotify:track:0xQ8FPMnv2mG9VhTgpxn2R
2684,http://www.billboard.com/charts/hot-100/2009-07-25,7/25/2009,97,Show Me What I'm Looking For,Carolina Liar,Show Me What I'm Looking ForCarolina Liar,2,89.0,67,13,spotify:track:2h8iXIwEdEnQywhFC4q5e5
2685,https://www.billboard.com/charts/hot-100/2018-03-03,3/3/2018,97,Rubbin Off The Paint,YBN Nahmir,Rubbin Off The PaintYBN Nahmir,2,,97,13,spotify:track:6V4KHt9xu4TPEnDFoBeacT
2686,http://www.billboard.com/charts/hot-100/2017-09-23,9/23/2017,98,Somebody Else Will,Justin Moore,Somebody Else WillJustin Moore,2,,98,13,spotify:track:3n2A6l4UayVe3GGKCvfQWV
2889,http://www.billboard.com/charts/hot-100/1978-01-07,1/7/1978,82,Crazy On You,Heart,Crazy On YouHeart,2,,82,14,spotify:track:5zH710lFSLtkHbMkslLDjR
2906,http://www.billboard.com/charts/hot-100/2011-01-08,1/8/2011,88,Check It Out,will.i.am & Nicki Minaj,Check It Outwill.i.am & Nicki Minaj,2,,88,14,spotify:track:5tMoj9U1ZAJ3pOMndaShr7
2917,http://www.billboard.com/charts/hot-100/2001-07-21,7/21/2001,38,Take You Out,Luther Vandross,Take You OutLuther Vandross,1,,38,1,spotify:track:650M98AP1WgRo1jJ0snmoI
2918,http://www.billboard.com/charts/hot-100/2003-08-09,8/9/2003,38,Did My Time,Korn,Did My TimeKorn,1,,38,1,spotify:track:2AsTgVcWojYwQAvzgacYWy
2921,http://www.billboard.com/charts/hot-100/2010-11-27,11/27/2010,38,Stop! In The Name Of Love / Free Your Mind,Glee Cast,Stop! In The Name Of Love / Free Your MindGlee Cast,1,,38,1,spotify:track:3s3GGkQwwQZq1HOsAjLkK1
2924,http://www.billboard.com/charts/hot-100/2012-03-10,3/10/2012,38,Call Me Maybe,Carly Rae Jepsen,Call Me MaybeCarly Rae Jepsen,1,,38,1,spotify:track:3TGRqZ0a2l1LRblBkJoaDx
2925,http://www.billboard.com/charts/hot-100/2015-08-22,8/22/2015,38,Rotten To The Core,"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson","Rotten To The CoreDove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson",1,,38,1,spotify:track:2bNxCVI4Fub8BAwr0CQDyd
2926,http://www.billboard.com/charts/hot-100/2015-09-05,9/5/2015,38,Straight Outta Compton,N.W.A,Straight Outta ComptonN.W.A,1,,38,1,spotify:track:6KIKRz9eSTXdNsGUnomdtW
2927,http://www.billboard.com/charts/hot-100/2016-05-14,5/14/2016,38,All Night,Beyonce,All NightBeyonce,1,,38,1,spotify:track:7oAuqs6akGnPU3Tb00ZmyM
2930,http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,38,Blem,Drake,BlemDrake,1,,38,1,spotify:track:2XlHu0HcujBCkWMdIAvrqt
2931,https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,38,Peak,Drake,PeakDrake,1,,38,1,spotify:track:11L064movtyopGdLiX4sVg
2937,http://www.billboard.com/charts/hot-100/1989-05-06,5/6/1989,39,Satisfied,Richard Marx,SatisfiedRichard Marx,1,,39,1,spotify:track:4V87hYB94wu8DFtd901riK
2938,http://www.billboard.com/charts/hot-100/1995-03-04,3/4/1995,39,Red Light Special,TLC,Red Light SpecialTLC,1,,39,1,spotify:track:6dW75XbJ1WAMljOXWjTK46
2941,http://www.billboard.com/charts/hot-100/2000-10-14,10/14/2000,39,Shape Of My Heart,Backstreet Boys,Shape Of My HeartBackstreet Boys,1,,39,1,spotify:track:35o9a4iAfLl5jRmqMX9c1D
2942,http://www.billboard.com/charts/hot-100/2006-07-15,7/15/2006,39,A Public Affair,Jessica Simpson,A Public AffairJessica Simpson,1,,39,1,spotify:track:1gFMesXcHHtIUhwzxYFOtz
2943,http://www.billboard.com/charts/hot-100/2014-06-07,6/7/2014,39,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,Somethin' BadMiranda Lambert Duet With Carrie Underwood,1,,39,1,spotify:track:6s9m5J92By7jii22Q2XtY2
2944,http://www.billboard.com/charts/hot-100/2016-12-10,12/10/2016,39,Party Monster,The Weeknd,Party MonsterThe Weeknd,1,,39,1,spotify:track:4F7A0DXBrmUAkp32uenhZt
2946,https://www.billboard.com/charts/hot-100/2018-06-23,6/23/2018,39,Reborn,KIDS SEE GHOSTS,RebornKIDS SEE GHOSTS,1,,39,1,spotify:track:4RVbK6cV0VqWdpCDcx3hiT
2948,http://www.billboard.com/charts/hot-100/1960-12-10,12/10/1960,40,Angel Baby,Rosie And The Originals,Angel BabyRosie And The Originals,1,,40,1,spotify:track:71keN33KR0rS5jwKi4JNLE
2950,http://www.billboard.com/charts/hot-100/1971-05-01,5/1/1971,40,Brown Sugar,The Rolling Stones,Brown SugarThe Rolling Stones,1,,40,1,spotify:track:61UuPxxYUvacEH6SHIK3sU
2951,http://www.billboard.com/charts/hot-100/1978-12-23,12/23/1978,40,Da Ya Think I'm Sexy?,Rod Stewart,Da Ya Think I'm Sexy?Rod Stewart,1,,40,1,spotify:track:4z7maGZkAonDlXlwo8q69f
2952,http://www.billboard.com/charts/hot-100/1980-09-06,9/6/1980,40,Real Love,The Doobie Brothers,Real LoveThe Doobie Brothers,1,,40,1,spotify:track:1NI2i1BjKiVrEYCC0WTug4
2953,http://www.billboard.com/charts/hot-100/1982-12-18,12/18/1982,40,Shame On The Moon,Bob Seger & The Silver Bullet Band,Shame On The MoonBob Seger & The Silver Bullet Band,1,,40,1,spotify:track:1Gxaks4MTbjMCAQ20rx4Iy
2954,http://www.billboard.com/charts/hot-100/1985-11-09,11/9/1985,40,"Say You, Say Me",Lionel Richie,"Say You, Say MeLionel Richie",1,,40,1,spotify:track:17CPezzLWzvGfpZW6X8XT0
2955,http://www.billboard.com/charts/hot-100/1986-07-19,7/19/1986,40,Dancing On The Ceiling,Lionel Richie,Dancing On The CeilingLionel Richie,1,,40,1,spotify:track:0snPJPxkk0MbTc0xeUvAPt
2956,http://www.billboard.com/charts/hot-100/1987-09-19,9/19/1987,40,Bad,Michael Jackson,BadMichael Jackson,1,,40,1,spotify:track:5lWFrW5T3JtxVCLDb7etPu
2958,http://www.billboard.com/charts/hot-100/1988-04-16,4/16/1988,40,One More Try,George Michael,One More TryGeorge Michael,1,,40,1,spotify:track:5932kbyNt445gDTT2chRUS
2959,http://www.billboard.com/charts/hot-100/1991-12-07,12/7/1991,40,Smells Like Teen Spirit!,Nirvana,Smells Like Teen Spirit!Nirvana,1,,40,1,spotify:track:5ghIJDpPoe3CfHMGu71E6T
2960,http://www.billboard.com/charts/hot-100/1995-12-09,12/9/1995,40,Soon As I Get Home,Faith Evans,Soon As I Get HomeFaith Evans,1,,40,1,spotify:track:6SkGfPa77E4giShVbk9N6R
2963,http://www.billboard.com/charts/hot-100/1999-02-27,2/27/1999,40,Stay The Same,Joey McIntyre,Stay The SameJoey McIntyre,1,,40,1,spotify:track:34Tq4vFc9aiShjelMTEfdO
2964,http://www.billboard.com/charts/hot-100/2011-06-11,6/11/2011,40,Pretending,Glee Cast,PretendingGlee Cast,1,,40,1,spotify:track:2uq0ZXtL4mF5pvZ8LeVIDo
2965,http://www.billboard.com/charts/hot-100/2012-12-29,12/29/2012,40,Stupid Boy,Cassadee Pope,Stupid BoyCassadee Pope,1,,40,1,spotify:track:5H5APugL36GmvXjZiRwYWU
2966,http://www.billboard.com/charts/hot-100/2015-01-24,1/24/2015,40,Ayo,Chris Brown & Tyga,AyoChris Brown & Tyga,1,,40,1,spotify:track:0k6DnZMLoEUH8NGD5zh2SE
2967,http://www.billboard.com/charts/hot-100/2016-05-21,5/21/2016,40,Still Here,Drake,Still HereDrake,1,,40,1,spotify:track:4YJmZfvlheSziXem8HBWrj
2970,https://www.billboard.com/charts/hot-100/2018-05-12,5/12/2018,40,92 Explorer,Post Malone,92 ExplorerPost Malone,1,,40,1,spotify:track:1D2L6MefbXon28PzIk9I3r
2971,https://www.billboard.com/charts/hot-100/2019-01-05,1/5/2019,40,Blue Christmas,Elvis Presley,Blue ChristmasElvis Presley,1,,40,1,spotify:track:3QiAAp20rPC3dcAtKtMaqQ
2972,https://www.billboard.com/charts/hot-100/2019-09-28,9/28/2019,40,Camelot,NLE Choppa,CamelotNLE Choppa,1,,40,1,spotify:track:4sWuPniHClkInYAnzXAYUF
2973,http://www.billboard.com/charts/hot-100/1970-03-14,3/14/1970,41,ABC,Jackson 5,ABCJackson 5,1,,41,1,spotify:track:6wDviYDtmSDZ0S6TVMM9Vc
2978,http://www.billboard.com/charts/hot-100/1990-09-01,9/1/1990,41,Praying For Time,George Michael,Praying For TimeGeorge Michael,1,,41,1,spotify:track:7CgRXXie9XIxVSkpKi40ID
2983,http://www.billboard.com/charts/hot-100/2007-05-05,5/5/2007,41,Big Girls Don't Cry,Fergie,Big Girls Don't CryFergie,1,,41,1,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM
2984,http://www.billboard.com/charts/hot-100/2010-10-30,10/30/2010,41,"River Deep, Mountain High",Glee Cast,"River Deep, Mountain HighGlee Cast",1,,41,1,spotify:track:6w8tGzTSdZKkKG4IWh1n6h
2985,http://www.billboard.com/charts/hot-100/2010-11-27,11/27/2010,41,One Love (People Get Ready),Glee Cast,One Love (People Get Ready)Glee Cast,1,,41,1,spotify:track:1M5Mb38gVMh39zcAPSAC7A
2986,http://www.billboard.com/charts/hot-100/2011-10-22,10/22/2011,41,Crawling Back To You,Daughtry,Crawling Back To YouDaughtry,1,,41,1,spotify:track:6BDtTzjbJ5kKKSWcJT8MlX
2987,http://www.billboard.com/charts/hot-100/2013-11-16,11/16/2013,41,Recovery,Justin Bieber,RecoveryJustin Bieber,1,,41,1,spotify:track:6pFqCPdvm6C9IHbJrEu8aG
2989,http://www.billboard.com/charts/hot-100/2016-05-14,5/14/2016,41,Daddy Lessons,Beyonce,Daddy LessonsBeyonce,1,,41,1,spotify:track:71OvX5NNLrmz7rpq1ANTQn
2992,https://www.billboard.com/charts/hot-100/2018-10-20,10/20/2018,41,Always Remember Us This Way,Lady Gaga,Always Remember Us This WayLady Gaga,1,,41,1,spotify:track:2rbDhOo9Fh61Bbu23T2qCk
2993,https://www.billboard.com/charts/hot-100/2018-12-22,12/22/2018,41,Sleigh Ride,The Ronettes,Sleigh RideThe Ronettes,1,,41,1,spotify:track:5ASM6Qjiav2xPe7gRkQMsQ
2994,https://www.billboard.com/charts/hot-100/2018-12-29,12/29/2018,41,(There's No Place Like) Home For The Holidays,Perry Como,(There's No Place Like) Home For The HolidaysPerry Como,1,,41,1,spotify:track:5mKxNjNnRFpO9Muzw3Ug0u
2995,http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,42,Susie Darlin',Robin Luke,Susie Darlin'Robin Luke,1,,42,1,spotify:track:6fb0Yo4q22mmf0XCkIh2dO
2996,http://www.billboard.com/charts/hot-100/1961-09-23,9/23/1961,42,Runaround Sue,Dion,Runaround SueDion,1,,42,1,spotify:track:1DndHckdH9m5rp6gYP086b
2997,http://www.billboard.com/charts/hot-100/1969-07-26,7/26/1969,42,A Boy Named Sue,Johnny Cash,A Boy Named SueJohnny Cash,1,,42,1,spotify:track:5xMNjx7uqCzMpJZSo4Wq55
2998,http://www.billboard.com/charts/hot-100/1983-10-15,10/15/1983,42,Crumblin' Down,John Cougar Mellencamp,Crumblin' DownJohn Cougar Mellencamp,1,,42,1,spotify:track:4uqmzWlYa0eLKmbcHNgLej
2999,http://www.billboard.com/charts/hot-100/1986-06-28,6/28/1986,42,Papa Don't Preach,Madonna,Papa Don't PreachMadonna,1,,42,1,spotify:track:6A8OnjnpShshNpcqWtZRjr
3000,http://www.billboard.com/charts/hot-100/1986-08-02,8/2/1986,42,Stuck With You,Huey Lewis & The News,Stuck With YouHuey Lewis & The News,1,,42,1,spotify:track:2cFl7utlqyZjCXN1G5nRvA
3003,http://www.billboard.com/charts/hot-100/1997-05-10,5/10/1997,42,Blood On The Dance Floor,Michael Jackson,Blood On The Dance FloorMichael Jackson,1,,42,1,spotify:track:11lw4bWbmxWIETHitBU0Gc
3005,http://www.billboard.com/charts/hot-100/2000-01-29,1/29/2000,42,Bye Bye Bye,'N Sync,Bye Bye Bye'N Sync,1,,42,1,spotify:track:62bOmKYxYg7dhrC6gH9vFn
3006,http://www.billboard.com/charts/hot-100/2011-05-14,5/14/2011,42,Somewhere Only We Know,Glee Cast,Somewhere Only We KnowGlee Cast,1,,42,1,spotify:track:7qekEQyGFRim7qNhxzkaLo
3007,http://www.billboard.com/charts/hot-100/2012-03-24,3/24/2012,42,Shadow Days,John Mayer,Shadow DaysJohn Mayer,1,,42,1,spotify:track:3RgR3cFZ6xh7MlB9DURK6e
3012,http://www.billboard.com/charts/hot-100/2016-04-09,4/9/2016,42,Team,Iggy Azalea,TeamIggy Azalea,1,,42,1,spotify:track:2bocAPQcUTLUXx8lAOTiK3
3017,https://www.billboard.com/charts/hot-100/2018-09-15,9/15/2018,42,Stepping Stone,Eminem,Stepping StoneEminem,1,,42,1,spotify:track:60Z57Wdrn0pEVpHI7d7GAX
3019,https://www.billboard.com/charts/hot-100/2019-08-03,8/3/2019,42,Baby,Lil Baby & DaBaby,BabyLil Baby & DaBaby,1,,42,1,spotify:track:6zBTZzYuaACwtr8EFOo7OH
3020,https://www.billboard.com/charts/hot-100/2019-10-19,10/19/2019,42,Come Thru,Summer Walker & Usher,Come ThruSummer Walker & Usher,1,,42,1,spotify:track:3TTMUI5dFcbeNSDTTDY9M8
3021,http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,43,Come What May,Clyde McPhatter,Come What MayClyde McPhatter,1,,43,1,spotify:track:4UgiNlKI2BrCmMhGnrYFze
3025,http://www.billboard.com/charts/hot-100/1982-12-25,12/25/1982,43,Stray Cat Strut,Stray Cats,Stray Cat StrutStray Cats,1,,43,1,spotify:track:5yogRsv5ggT6iCnFgvdpho
3027,http://www.billboard.com/charts/hot-100/1985-01-19,1/19/1985,43,California Girls,David Lee Roth,California GirlsDavid Lee Roth,1,,43,1,spotify:track:4H3vuLX59XPqdtTpIesGyS
3029,http://www.billboard.com/charts/hot-100/1985-05-18,5/18/1985,43,A View To A Kill,Duran Duran,A View To A KillDuran Duran,1,,43,1,spotify:track:6I4snLrVOrJsLdd43isc27
3030,http://www.billboard.com/charts/hot-100/1985-09-07,9/7/1985,43,Part-Time Lover,Stevie Wonder,Part-Time LoverStevie Wonder,1,,43,1,spotify:track:0Dm43YLUlGdePpSbI1ct8h
