,url,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,ID
2391,http://www.billboard.com/charts/hot-100/1986-02-01,2/1/1986,45,Sex As A Weapon,Pat Benatar,Sex As A WeaponPat Benatar,1,33.0,28,11,spotify:track:6bhE7I4xF5un9bc5d2YQSA
2392,http://www.billboard.com/charts/hot-100/1981-11-07,11/7/1981,45,Alien,Atlanta Rhythm Section,AlienAtlanta Rhythm Section,1,29.0,29,11,spotify:track:7DZQd335o3GLCJhkqUox4I
2393,http://www.billboard.com/charts/hot-100/1991-09-21,9/21/1991,45,Pop Goes The Weasel,3rd Bass,Pop Goes The Weasel3rd Bass,1,36.0,29,11,spotify:track:74RgttZ78DSIF26veMyvs0
2394,http://www.billboard.com/charts/hot-100/1973-10-13,10/13/1973,45,Stoned Out Of My Mind,The Chi-lites,Stoned Out Of My MindThe Chi-lites,1,43.0,30,11,spotify:track:2hGvPUVI9TqByJXR8PBSQ0
2397,http://www.billboard.com/charts/hot-100/1972-01-15,1/15/1972,45,Behind Blue Eyes,The Who,Behind Blue EyesThe Who,1,44.0,34,11,spotify:track:0cKk8BKEi7zXbdrYdyqBP5
2399,http://www.billboard.com/charts/hot-100/2007-04-21,4/21/2007,45,Buddy,Musiq Soulchild,BuddyMusiq Soulchild,1,36.0,36,11,spotify:track:0447V6bjlw5ERYGu3BEBnB
2402,http://www.billboard.com/charts/hot-100/1981-10-24,10/24/1981,45,Burnin' For You,Blue Oyster Cult,Burnin' For YouBlue Oyster Cult,1,40.0,40,11,spotify:track:3fkPMWQ6cBNBLuFcPyMS8s
2403,http://www.billboard.com/charts/hot-100/1992-03-14,3/14/1992,45,Stay,Jodeci,StayJodeci,1,43.0,41,11,spotify:track:0JukF7Yf5qF10ntu6lpJ5I
2404,http://www.billboard.com/charts/hot-100/2007-03-03,3/3/2007,45,Stupid Boy,Keith Urban,Stupid BoyKeith Urban,1,43.0,43,11,spotify:track:2gL2Pm7OJkk0X5neLyqiKB
2405,http://www.billboard.com/charts/hot-100/1994-01-08,1/8/1994,45,Slow And Easy,Zapp & Roger,Slow And EasyZapp & Roger,1,47.0,44,11,spotify:track:1gx8WJB0qTpA1nxKloIaQ6
2406,http://www.billboard.com/charts/hot-100/1971-07-03,7/3/1971,45,Ajax Liquor Store,Hudson and Landry,Ajax Liquor StoreHudson and Landry,1,45.0,45,11,spotify:track:50i7iJSGaM1aOb2ZZd1iCD
2407,http://www.billboard.com/charts/hot-100/1982-09-25,9/25/1982,45,Should I Stay Or Should I Go,The Clash,Should I Stay Or Should I GoThe Clash,1,45.0,45,11,spotify:track:39shmbIHICJ2Wxnk1fPSdz
2408,http://www.billboard.com/charts/hot-100/2003-01-11,1/11/2003,45,Something,Lasgo,SomethingLasgo,1,45.0,45,11,spotify:track:3e9L9HiHKcfYLAga28Vmcf
2409,http://www.billboard.com/charts/hot-100/2005-10-15,10/15/2005,45,Redneck Yacht Club,Craig Morgan,Redneck Yacht ClubCraig Morgan,1,47.0,45,11,spotify:track:4etE2X6t7GmyiuYLIdI8H5
2412,https://www.billboard.com/charts/hot-100/2019-07-13,7/13/2019,45,Shotta Flow,NLE Choppa,Shotta FlowNLE Choppa,1,48.0,45,11,spotify:track:1orjH4IkSH9VrWmRCToKV8
2414,http://www.billboard.com/charts/hot-100/1973-05-05,5/5/1973,45,Teddy Bear Song,Barbara Fairchild,Teddy Bear SongBarbara Fairchild,1,51.0,45,11,spotify:track:4xbK9VtSMiXdww9RZWipBg
2415,http://www.billboard.com/charts/hot-100/2001-02-10,2/10/2001,45,Burn,Jo Dee Messina,BurnJo Dee Messina,1,51.0,45,11,spotify:track:1ALL0q76OjQeBvkLmD3Tbo
2418,https://www.billboard.com/charts/hot-100/2019-06-01,6/1/2019,45,Rumor,Lee Brice,RumorLee Brice,1,53.0,45,11,spotify:track:56eGOeSsqdg3FLxdo83TwV
2420,http://www.billboard.com/charts/hot-100/1960-07-16,7/16/1960,46,Swingin' School,Bobby Rydell,Swingin' SchoolBobby Rydell,1,38.0,5,11,spotify:track:2V0U78Xx4KY843bJbuq586
2421,http://www.billboard.com/charts/hot-100/1963-05-11,5/11/1963,46,Do The Bird,Dee Dee Sharp,Do The BirdDee Dee Sharp,1,32.0,10,11,spotify:track:1BSiYIjfWrSKiCnxJu2RwG
2424,http://www.billboard.com/charts/hot-100/1962-01-27,1/27/1962,46,Revenge,Brook Benton,RevengeBrook Benton,1,25.0,15,11,spotify:track:4BnAInfEjo8EJySDkXoNan
2426,http://www.billboard.com/charts/hot-100/1981-11-21,11/21/1981,46,Say Goodbye To Hollywood,Billy Joel,Say Goodbye To HollywoodBilly Joel,1,22.0,17,11,spotify:track:3YNFRvI0WnbvFdxUCQiKjR
2429,http://www.billboard.com/charts/hot-100/1974-12-14,12/14/1974,46,After The Goldrush,Prelude,After The GoldrushPrelude,1,41.0,22,11,spotify:track:0fkx1Gu0Iep5bKeNiJ8Qfi
2431,http://www.billboard.com/charts/hot-100/1969-06-21,6/21/1969,46,Cissy Strut,The Meters,Cissy StrutThe Meters,1,45.0,23,11,spotify:track:0WSlOSMLJWoWUpWci9nnRb
2433,http://www.billboard.com/charts/hot-100/1998-05-23,5/23/1998,46,A Rose Is Still A Rose,Aretha Franklin,A Rose Is Still A RoseAretha Franklin,1,34.0,26,11,spotify:track:3pi27Gt4NetgWmEMFOCjBQ
2434,http://www.billboard.com/charts/hot-100/1991-08-31,8/31/1991,46,Only Time Will Tell,Nelson,Only Time Will TellNelson,1,39.0,28,11,spotify:track:7FcRdUa2ypO4W6MAiVNUxz
2437,http://www.billboard.com/charts/hot-100/1965-01-09,1/9/1965,46,She Understands Me,Johnny Tillotson,She Understands MeJohnny Tillotson,1,35.0,31,11,spotify:track:7LylVIxO2AoXN7BSuezBSu
2438,http://www.billboard.com/charts/hot-100/1971-01-02,1/2/1971,46,Only Love Can Break Your Heart,Neil Young,Only Love Can Break Your HeartNeil Young,1,43.0,33,11,spotify:track:4nRhbx8L4ifnMKaE5jSQGR
2439,http://www.billboard.com/charts/hot-100/2002-01-05,1/5/2002,46,Run,George Strait,RunGeorge Strait,1,37.0,34,11,spotify:track:1EXMjx4nCIvYTaY5CZMUSl
2440,http://www.billboard.com/charts/hot-100/1993-02-20,2/20/1993,46,Stand Up (Kick Love Into Motion),Def Leppard,Stand Up (Kick Love Into Motion)Def Leppard,1,41.0,34,11,spotify:track:0dr71rw5oIcPtUHRJES6gP
2441,http://www.billboard.com/charts/hot-100/1971-08-14,8/14/1971,46,Chicago,Graham Nash,ChicagoGraham Nash,1,43.0,35,11,spotify:track:4wBi9ogKThsbFUvVJxjhK2
2442,http://www.billboard.com/charts/hot-100/1967-03-04,3/4/1967,46,Pushin' Too Hard,The Seeds,Pushin' Too HardThe Seeds,1,36.0,36,11,spotify:track:4yQRczx7diWEf7Yvps3kmC
2444,http://www.billboard.com/charts/hot-100/1973-04-28,4/28/1973,46,Step By Step,Joe Simon,Step By StepJoe Simon,1,37.0,37,11,spotify:track:5Y05hazw0pF5jMQiZm2zf5
2445,http://www.billboard.com/charts/hot-100/1998-02-14,2/14/1998,46,32 Flavors,Alana Davis,32 FlavorsAlana Davis,1,37.0,37,11,spotify:track:3o5dmw1M6ugfLpva7yTyDr
2446,http://www.billboard.com/charts/hot-100/1960-10-22,10/22/1960,46,(I Do The) Shimmy Shimmy,Bobby Freeman,(I Do The) Shimmy ShimmyBobby Freeman,1,46.0,37,11,spotify:track:2FQcPtw6VJ8t2D8YC6OiCC
2447,http://www.billboard.com/charts/hot-100/1961-07-01,7/1/1961,46,Better Tell Him No,The Starlets,Better Tell Him NoThe Starlets,1,44.0,38,11,spotify:track:5tscs7pvEkhPtZS2Bi1Q0p
2448,http://www.billboard.com/charts/hot-100/1993-02-13,2/13/1993,46,Quality Time,Hi-Five,Quality TimeHi-Five,1,47.0,38,11,spotify:track:5O2eGBugaBlEDpWP5tPs2L
2449,http://www.billboard.com/charts/hot-100/1996-03-30,3/30/1996,46,Cumbersome,Seven Mary Three,CumbersomeSeven Mary Three,1,48.0,39,11,spotify:track:6u1yKoh00WaoSpNp46RzKF
2451,http://www.billboard.com/charts/hot-100/1988-06-25,6/25/1988,46,Should I Say Yes?,Nu Shooz,Should I Say Yes?Nu Shooz,1,41.0,41,11,spotify:track:0xsvvo4F8Qs67gwKdPQevF
2452,http://www.billboard.com/charts/hot-100/2002-01-12,1/12/2002,46,Alive,P.O.D.,AliveP.O.D.,1,41.0,41,11,spotify:track:1X4Ntw6Lbaa1ACgilCqMpr
2453,http://www.billboard.com/charts/hot-100/1992-10-03,10/3/1992,46,Crossover,EPMD,CrossoverEPMD,1,51.0,42,11,spotify:track:5JKSty49E9iv1Tj6lfx68n
2455,http://www.billboard.com/charts/hot-100/1970-11-28,11/28/1970,46,And The Grass Won't Pay No Mind,Mark Lindsay,And The Grass Won't Pay No MindMark Lindsay,1,44.0,44,11,spotify:track:3iigco3j8EYAdS8bUv0hyK
2456,http://www.billboard.com/charts/hot-100/1995-12-16,12/16/1995,46,Danger,Blahzay Blahzay,DangerBlahzay Blahzay,1,46.0,46,11,spotify:track:5hHdrN23SMuJkAsoyUcN24
2459,http://www.billboard.com/charts/hot-100/1965-12-04,12/4/1965,46,Road Runner,The Gants,Road RunnerThe Gants,1,48.0,46,11,spotify:track:1k6Gsz8nnZThZ59ZsEjw0r
2462,http://www.billboard.com/charts/hot-100/1978-02-04,2/4/1978,46,Cocomotion,El Coco,CocomotionEl Coco,1,50.0,46,11,spotify:track:0LtBwGVuZCK0fy1kyC4A16
2464,http://www.billboard.com/charts/hot-100/2009-07-04,7/4/2009,46,Best Days Of Your Life,Kellie Pickler,Best Days Of Your LifeKellie Pickler,1,50.0,46,11,spotify:track:27BMLvWD1TYdosiReVgbAt
2465,http://www.billboard.com/charts/hot-100/2013-12-14,12/14/2013,46,Carolina,Parmalee,CarolinaParmalee,1,50.0,46,11,spotify:track:7JKUEuxOW5NNieEjoW59sH
2466,http://www.billboard.com/charts/hot-100/2013-07-27,7/27/2013,46,See You Again,Carrie Underwood,See You AgainCarrie Underwood,1,51.0,46,11,spotify:track:7jP7iCJ1cXVXYHWIkYtP6d
2467,http://www.billboard.com/charts/hot-100/1990-02-17,2/17/1990,46,A Girl Like You,The Smithereens,A Girl Like YouThe Smithereens,1,52.0,46,11,spotify:track:4qz8PpznLcX5AtoUusIiAh
2468,http://www.billboard.com/charts/hot-100/1981-08-22,8/22/1981,46,Some Days Are Diamonds (Some Days Are Stone),John Denver,Some Days Are Diamonds (Some Days Are Stone)John Denver,1,54.0,46,11,spotify:track:2egOALV9p8YIu1Lsu45SpQ
2469,http://www.billboard.com/charts/hot-100/2011-07-23,7/23/2011,46,Pumped Up Kicks,Foster The People,Pumped Up KicksFoster The People,1,60.0,46,11,spotify:track:7w87IxuO7BDcJ3YUqCyMTT
2470,http://www.billboard.com/charts/hot-100/1967-09-30,9/30/1967,47,Baby I Love You,Aretha Franklin,Baby I Love YouAretha Franklin,1,12.0,4,11,spotify:track:5liSqIuo993Rj1ayyqQqAw
2471,http://www.billboard.com/charts/hot-100/1965-03-20,3/20/1965,47,Shake,Sam Cooke,ShakeSam Cooke,1,38.0,7,11,spotify:track:5naGmbqRY9AlitnRgbw0uX
2472,http://www.billboard.com/charts/hot-100/1959-04-25,4/25/1959,47,Please Mr. Sun,Tommy Edwards,Please Mr. SunTommy Edwards,1,24.0,11,11,spotify:track:5FtczIMM0wilBq6sNjGgdW
2475,http://www.billboard.com/charts/hot-100/2005-12-03,12/3/2005,47,Boyfriend,Ashlee Simpson,BoyfriendAshlee Simpson,1,32.0,19,11,spotify:track:1f0XxoeFQWM4mR4NxHu6DE
2477,http://www.billboard.com/charts/hot-100/1988-04-16,4/16/1988,47,Rock Of Life,Rick Springfield,Rock Of LifeRick Springfield,1,25.0,22,11,spotify:track:73hyTd7EOZHnxDNjCFUVav
2479,http://www.billboard.com/charts/hot-100/1959-04-04,4/4/1959,47,Raw-Hide,Link Wray And The Wraymen,Raw-HideLink Wray And The Wraymen,1,37.0,23,11,spotify:track:1GZgQlF6Sybt8VMDb2YYzM
2480,http://www.billboard.com/charts/hot-100/1960-07-30,7/30/1960,47,Runaround,The Fleetwoods,RunaroundThe Fleetwoods,1,46.0,23,11,spotify:track:3Uw68N09eLlFFwlsVqupCM
2483,http://www.billboard.com/charts/hot-100/1987-07-11,7/11/1987,47,Soul City,Partland Brothers,Soul CityPartland Brothers,1,31.0,27,11,spotify:track:4Shs08HBaH4AfUMomP27zT
2484,http://www.billboard.com/charts/hot-100/2005-06-25,6/25/2005,47,B.Y.O.B.,System Of A Down,B.Y.O.B.System Of A Down,1,42.0,27,11,spotify:track:0EYOdF5FCkgOJJla8DI2Md
2485,http://www.billboard.com/charts/hot-100/1971-05-22,5/22/1971,47,Baby Let Me Kiss You,King Floyd,Baby Let Me Kiss YouKing Floyd,1,38.0,29,11,spotify:track:2Lhra4Sk7nRZpjouJZEVF5
2486,http://www.billboard.com/charts/hot-100/1977-04-23,4/23/1977,47,At Midnight (My Love Will Lift You Up),Rufus Featuring Chaka Khan,At Midnight (My Love Will Lift You Up)Rufus Featuring Chaka Khan,1,30.0,30,11,spotify:track:55k6N3m85am8lvsZh44byk
2487,http://www.billboard.com/charts/hot-100/1971-10-16,10/16/1971,47,All Day Music,War,All Day MusicWar,1,42.0,35,11,spotify:track:6nOgfdfLQ6ZzlRMTqiqQlt
2489,http://www.billboard.com/charts/hot-100/2011-12-03,12/3/2011,47,All Your Life,The Band Perry,All Your LifeThe Band Perry,1,37.0,37,11,spotify:track:2khs94jHAVzUm3Pu4mAMmv
2490,http://www.billboard.com/charts/hot-100/1974-04-27,4/27/1974,47,Star Baby,The Guess Who,Star BabyThe Guess Who,1,39.0,39,11,spotify:track:4h0zaZoDsjRrFWpPRgFYES
2492,http://www.billboard.com/charts/hot-100/1995-12-23,12/23/1995,47,Cell Therapy,Goodie Mob,Cell TherapyGoodie Mob,1,47.0,39,11,spotify:track:5wvxRlpUTSX9CE52yFZsIY
2493,http://www.billboard.com/charts/hot-100/2001-11-24,11/24/2001,47,Dance With Me,112,Dance With Me112,1,48.0,39,11,spotify:track:6uRH1qMz30ZBwwUG0IYE5s
2494,http://www.billboard.com/charts/hot-100/2016-02-06,2/6/2016,47,Adventure Of A Lifetime,Coldplay,Adventure Of A LifetimeColdplay,1,50.0,39,11,spotify:track:69uxyAqqPIsUyTO8txoP2M
2495,http://www.billboard.com/charts/hot-100/1988-06-04,6/4/1988,47,Promise Me,The Cover Girls,Promise MeThe Cover Girls,1,41.0,40,11,spotify:track:0QciY6CzknfKHZD9h0Oahg
2499,http://www.billboard.com/charts/hot-100/2012-09-15,9/15/2012,47,Dark Side,Kelly Clarkson,Dark SideKelly Clarkson,1,50.0,42,11,spotify:track:2X1Z1k5wftCspyRLrqVCza
2500,http://www.billboard.com/charts/hot-100/1972-12-09,12/9/1972,47,So Long Dixie,"Blood, Sweat & Tears","So Long DixieBlood, Sweat & Tears",1,44.0,44,11,spotify:track:3kn0mHmR0PmjnT1NLPDyi7
2502,http://www.billboard.com/charts/hot-100/1970-05-02,5/2/1970,47,California Girl,Eddie Floyd,California GirlEddie Floyd,1,45.0,45,11,spotify:track:4DvqAY9mzeTjQUNvsROwji
2503,http://www.billboard.com/charts/hot-100/2005-04-30,4/30/2005,47,Almost,Bowling For Soup,AlmostBowling For Soup,1,47.0,46,11,spotify:track:6TclVCUxDQm9s3Bey6Ao8H
2504,http://www.billboard.com/charts/hot-100/2011-08-27,8/27/2011,47,Take A Back Road,Rodney Atkins,Take A Back RoadRodney Atkins,1,47.0,47,11,spotify:track:7B6m8tHAYZsOKOKMU5SR2n
2505,http://www.billboard.com/charts/hot-100/2000-05-20,5/20/2000,47,She's More,Andy Griggs,She's MoreAndy Griggs,1,48.0,47,11,spotify:track:0bF8vEqQyvTfAMWkbP7MnY
2506,http://www.billboard.com/charts/hot-100/1996-01-27,1/27/1996,47,Ridin' Low,L.A.D.,Ridin' LowL.A.D.,1,49.0,47,11,spotify:track:3PT25AfBT85mAQxqwyaLSh
2508,http://www.billboard.com/charts/hot-100/1994-01-15,1/15/1994,47,Award Tour,A Tribe Called Quest,Award TourA Tribe Called Quest,1,50.0,47,11,spotify:track:5YTM7OgQDt9EJAYcfHLniJ
2509,http://www.billboard.com/charts/hot-100/1992-11-07,11/7/1992,47,Right Now,Al B. Sure!,Right NowAl B. Sure!,1,51.0,47,11,spotify:track:6oPnKLqVBDI0SoAzxoMlKN
2510,http://www.billboard.com/charts/hot-100/2012-05-05,5/5/2012,47,Somethin' 'Bout A Truck,Kip Moore,Somethin' 'Bout A TruckKip Moore,1,51.0,47,11,spotify:track:6Ymvlzom4TQeoKqAWsZRD8
2511,http://www.billboard.com/charts/hot-100/2016-12-10,12/10/2016,47,Sleep Without You,Brett Young,Sleep Without YouBrett Young,1,51.0,47,11,spotify:track:6zkHymyoD3tIqV7RwCAYUw
2512,http://www.billboard.com/charts/hot-100/1963-05-04,5/4/1963,47,Rainbow,Gene Chandler,RainbowGene Chandler,1,52.0,47,11,spotify:track:2lSuhDQ0ir7tka3Kbmpw6u
2513,http://www.billboard.com/charts/hot-100/1974-04-06,4/6/1974,47,Thanks For Saving My Life,Billy Paul,Thanks For Saving My LifeBilly Paul,1,59.0,47,11,spotify:track:0y04zEcbrvldIwm37ditaQ
2514,http://www.billboard.com/charts/hot-100/2006-08-12,8/12/2006,47,Chasing Cars,Snow Patrol,Chasing CarsSnow Patrol,1,69.0,47,11,spotify:track:11bD1JtSjlIgKgZG2134DZ
2515,http://www.billboard.com/charts/hot-100/1967-09-30,9/30/1967,48,All You Need Is Love,The Beatles,All You Need Is LoveThe Beatles,1,24.0,1,11,spotify:track:68BTFws92cRztMS1oQ7Ewj
2516,http://www.billboard.com/charts/hot-100/1967-04-15,4/15/1967,48,Baby I Need Your Lovin',Johnny Rivers,Baby I Need Your Lovin'Johnny Rivers,1,17.0,3,11,spotify:track:6Sfz7OhN8Hh9plicJoIvDw
2521,http://www.billboard.com/charts/hot-100/1989-09-30,9/30/1989,48,That's The Way,Katrina And The Waves,That's The WayKatrina And The Waves,1,29.0,16,11,spotify:track:7pmPfARzqbkLn1LBT0TZdG
2523,http://www.billboard.com/charts/hot-100/1976-01-17,1/17/1976,48,Part Time Love,Gladys Knight And The Pips,Part Time LoveGladys Knight And The Pips,1,32.0,22,11,spotify:track:3OAYLu4oGE4XuFw8beyIj8
2525,http://www.billboard.com/charts/hot-100/1960-03-19,3/19/1960,48,Bulldog,The Fireballs,BulldogThe Fireballs,1,49.0,24,11,spotify:track:6t60WZiWBwEcSm7yZYwauK
2526,http://www.billboard.com/charts/hot-100/1962-06-30,6/30/1962,48,Teach Me Tonight,George Maharis,Teach Me TonightGeorge Maharis,1,25.0,25,11,spotify:track:3s6pnpgC7aDwR6tSByPpef
2530,http://www.billboard.com/charts/hot-100/1988-10-22,10/22/1988,48,Superstitious,Europe,SuperstitiousEurope,1,36.0,31,11,spotify:track:4Mq8m1rgMittyGnP5ty36Q
2531,http://www.billboard.com/charts/hot-100/1960-12-31,12/31/1960,48,Am I Losing You,Jim Reeves,Am I Losing YouJim Reeves,1,43.0,31,11,spotify:track:3CRQJXjhNZiyvoNc3RIcwr
2532,http://www.billboard.com/charts/hot-100/1974-07-13,7/13/1974,48,Already Gone,Eagles,Already GoneEagles,1,33.0,32,11,spotify:track:0CKxrnF9KplS21LTjkkqsW
2533,http://www.billboard.com/charts/hot-100/1961-05-27,5/27/1961,48,Some Kind Of Wonderful,The Drifters,Some Kind Of WonderfulThe Drifters,1,37.0,32,11,spotify:track:7nn0V1maFiJDBDg2umSGMb
2534,http://www.billboard.com/charts/hot-100/1960-07-09,7/9/1960,48,All I Could Do Was Cry,Etta James,All I Could Do Was CryEtta James,1,51.0,33,11,spotify:track:7Ca3Zb8wejNYCoei3tlJ9e
2535,http://www.billboard.com/charts/hot-100/1972-11-25,11/25/1972,48,Don't Do It,The Band,Don't Do ItThe Band,1,34.0,34,11,spotify:track:2DGOd28tTLRJjqHhMfsOym
2536,https://www.billboard.com/charts/hot-100/2019-08-31,8/31/2019,48,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA","Otro TragoSech, Darell, Nicky Jam, Ozuna & Anuel AA",1,43.0,34,11,spotify:track:4bTZeO72FwMa6wKOiqoynL
2537,http://www.billboard.com/charts/hot-100/1959-05-30,5/30/1959,48,Someone,Johnny Mathis,SomeoneJohnny Mathis,1,35.0,35,11,spotify:track:4wpPHC1vxN43olx4a4zE5E
2538,http://www.billboard.com/charts/hot-100/1973-12-01,12/1/1973,48,Check It Out,Tavares,Check It OutTavares,1,42.0,35,11,spotify:track:7wzwYGQ4JQWYjJ30IjTeth
2541,http://www.billboard.com/charts/hot-100/1986-07-05,7/5/1986,48,Out Of Mind Out Of Sight,Models,Out Of Mind Out Of SightModels,1,38.0,37,11,spotify:track:7bdUKJBcNob37UCRAs1wC6
2543,http://www.billboard.com/charts/hot-100/1998-09-12,9/12/1998,48,Ooh La La,Rod Stewart,Ooh La LaRod Stewart,1,47.0,39,11,spotify:track:1xQeNjkcWb2at409bfedop
2545,http://www.billboard.com/charts/hot-100/2014-04-26,4/26/2014,48,Cop Car,Keith Urban,Cop CarKeith Urban,1,44.0,41,11,spotify:track:5vCgOg9VqRaAUbnflCO6P3
2546,http://www.billboard.com/charts/hot-100/2009-06-13,6/13/2009,48,Boyfriend #2,Pleasure P,Boyfriend #2Pleasure P,1,51.0,42,11,spotify:track:3taIcgVjePRzkdz0ZmJbOi
2547,http://www.billboard.com/charts/hot-100/1986-05-24,5/24/1986,48,Right Between The Eyes,Wax,Right Between The EyesWax,1,43.0,43,11,spotify:track:6QqEk3nHopgcZIIBmmuZfF
2550,http://www.billboard.com/charts/hot-100/1992-10-31,10/31/1992,48,Slow Dance (Hey Mr. DJ),R. Kelly & Public Announcement,Slow Dance (Hey Mr. DJ)R. Kelly & Public Announcement,1,47.0,43,11,spotify:track:6wzfRdQTVtilTMDbHKrQ1U
2552,http://www.billboard.com/charts/hot-100/2008-07-12,7/12/2008,48,Take You Down,Chris Brown,Take You DownChris Brown,1,48.0,43,11,spotify:track:1vwUsp52io0AGQ5yv470IC
2554,http://www.billboard.com/charts/hot-100/2010-08-28,8/28/2010,48,Pretty Good At Drinkin' Beer,Billy Currington,Pretty Good At Drinkin' BeerBilly Currington,1,45.0,44,11,spotify:track:6a7wXoZOARI8IqEXObjhDz
2555,http://www.billboard.com/charts/hot-100/2013-01-05,1/5/2013,48,Anything Could Happen,Ellie Goulding,Anything Could HappenEllie Goulding,1,47.0,47,11,spotify:track:7C7yqFTM0ncyJ04GIKrxdV
2556,http://www.billboard.com/charts/hot-100/2001-02-17,2/17/2001,48,Ashes By Now,Lee Ann Womack,Ashes By NowLee Ann Womack,1,50.0,47,11,spotify:track:6aNmHE3Kyp2sREW45vxX4O
2557,http://www.billboard.com/charts/hot-100/2015-08-22,8/22/2015,48,Buy Me A Boat,Chris Janson,Buy Me A BoatChris Janson,1,48.0,48,11,spotify:track:2WKLUgklz0VDX5bKTZ3eYD
2559,http://www.billboard.com/charts/hot-100/1995-05-27,5/27/1995,48,Close To You,Fun Factory,Close To YouFun Factory,1,50.0,48,11,spotify:track:70DbNpe8D1QnGi92Mo2MK1
2560,http://www.billboard.com/charts/hot-100/1993-07-24,7/24/1993,48,Cry No More,II D Extreme,Cry No MoreII D Extreme,1,51.0,48,11,spotify:track:307S2NNAIrTAfkrxsOIbQw
2561,http://www.billboard.com/charts/hot-100/2005-04-23,4/23/2005,48,Anything But Mine,Kenny Chesney,Anything But MineKenny Chesney,1,52.0,48,11,spotify:track:36mCPzCbnDVSfvh5KHGutc
2562,http://www.billboard.com/charts/hot-100/2010-06-19,6/19/2010,48,Rain Is A Good Thing,Luke Bryan,Rain Is A Good ThingLuke Bryan,1,52.0,48,11,spotify:track:1YhFtqwcN138S6ng3MT1nN
2563,http://www.billboard.com/charts/hot-100/2015-03-28,3/28/2015,48,Ain't Worth The Whiskey,Cole Swindell,Ain't Worth The WhiskeyCole Swindell,1,52.0,48,11,spotify:track:4B1FxT0hP5dMWL64ubGR6P
2566,http://www.billboard.com/charts/hot-100/2000-06-17,6/17/2000,48,Purest Of Pain (A Puro Dolor),Son By Four,Purest Of Pain (A Puro Dolor)Son By Four,1,60.0,48,11,spotify:track:6RUa3ZwZYnJnNgZxtIYJR9
2568,http://www.billboard.com/charts/hot-100/1966-12-10,12/10/1966,49,Dandy,Herman's Hermits,DandyHerman's Hermits,1,39.0,5,11,spotify:track:6PaoF0aLOd9XVaD4NUS1Ta
2569,http://www.billboard.com/charts/hot-100/1985-11-09,11/9/1985,49,Dancing In The Street,David Bowie & Mick Jagger,Dancing In The StreetDavid Bowie & Mick Jagger,1,29.0,7,11,spotify:track:6FnuMo55jNECTDdS1nD5H0
2570,http://www.billboard.com/charts/hot-100/1974-09-21,9/21/1974,49,Shinin' On,Grand Funk,Shinin' OnGrand Funk,1,45.0,11,11,spotify:track:2ROp8q9d5biA6CycStYfKH
2574,http://www.billboard.com/charts/hot-100/1987-12-26,12/26/1987,49,Skeletons,Stevie Wonder,SkeletonsStevie Wonder,1,30.0,19,11,spotify:track:1rSNovBH6dY2BwW6VdepSS
2575,http://www.billboard.com/charts/hot-100/1987-06-13,6/13/1987,49,Day-In Day-Out,David Bowie,Day-In Day-OutDavid Bowie,1,28.0,21,11,spotify:track:4C6hS2t2ixTOTe7shNmxnh
2576,http://www.billboard.com/charts/hot-100/1974-01-12,1/12/1974,49,Come Get To This,Marvin Gaye,Come Get To ThisMarvin Gaye,1,34.0,21,11,spotify:track:4N9DOPhK7km5WnsgVD9GMI
2578,http://www.billboard.com/charts/hot-100/1974-11-30,11/30/1974,49,People Gotta Move,Gino Vannelli,People Gotta MoveGino Vannelli,1,22.0,22,11,spotify:track:2ZZrWIvrGh6P6Hhabf8FtB
2580,http://www.billboard.com/charts/hot-100/1963-10-26,10/26/1963,49,Only In America,Jay & The Americans,Only In AmericaJay & The Americans,1,42.0,25,11,spotify:track:6X4Sn2nTswhtxuo7Lf80h3
2583,http://www.billboard.com/charts/hot-100/1986-01-04,1/4/1986,49,Do It For Love,Sheena Easton,Do It For LoveSheena Easton,1,49.0,29,11,spotify:track:18oqrmevZgiY87mBYjr0Wj
2584,http://www.billboard.com/charts/hot-100/1972-05-06,5/6/1972,49,Do Your Thing,Isaac Hayes,Do Your ThingIsaac Hayes,1,45.0,30,11,spotify:track:4CkLWXUasaJRV8k25nFDcw
2585,http://www.billboard.com/charts/hot-100/1993-09-04,9/4/1993,49,Run To You,Whitney Houston,Run To YouWhitney Houston,1,43.0,31,11,spotify:track:6M1M6cRtVkm5d0qTzkSEuK
2589,http://www.billboard.com/charts/hot-100/1960-01-30,1/30/1960,49,Talk That Talk,Jackie Wilson,Talk That TalkJackie Wilson,1,39.0,34,11,spotify:track:2UJENcUk6T8kICFcuFtWsA
2590,http://www.billboard.com/charts/hot-100/2010-09-11,9/11/2010,49,Pretty Boy Swag,Soulja Boy Tell'em,Pretty Boy SwagSoulja Boy Tell'em,1,41.0,34,11,spotify:track:2zOWuWdyuMqOoboNRKlJO0
2591,http://www.billboard.com/charts/hot-100/1962-05-05,5/5/1962,49,Something's Got A Hold On Me,Etta James,Something's Got A Hold On MeEtta James,1,39.0,37,11,spotify:track:6EAlFsajDK1PVgfhdJbS5Y
2592,http://www.billboard.com/charts/hot-100/2007-08-04,8/4/2007,49,Tambourine,Eve,TambourineEve,1,39.0,37,11,spotify:track:1U16aNzvnlfARgjWXjKmQj
